,model,alpha,length,diff_coef,loc_error,UCL,eduN,HNU,FCI,Erasmus MC,BIT,WUST ML B,UPV-MAT,TSA,DecBayComp,TA-MSD
2234,2.0,1.1,357,-0.4646484109997242,2.0,0.85,0.84842,0.8767333,1.1071695,0.8124215602874756,0.75924,1.2670486,0.291,1.1778,0.91276366,0.99626
2235,3.0,2.0,996,-0.7120166060425683,1.0,1.925,2.00512,1.980138,1.995892,1.8580944538116453,1.9672,1.8736467,1.781,1.74196,1.7064039,1.92272
2236,3.0,1.1500000000000001,601,0.6004628222735957,1.0,1.175,1.23793,1.3919463,1.3950692,1.3367211818695068,1.4389,1.375189,1.132,1.3668,0.6965109,1.28294
2237,3.0,1.2500000000000002,415,-1.609882967643257,6.0,1.175,1.12394,1.1732388,1.1950947,1.2199641466140747,1.6105,1.5133576,1.129,1.57915,1.4876623,1.57992
2238,3.0,1.55,113,-0.3809088169929338,1.5,1.875,1.57796,1.5429212,1.5822666,1.698534369468689,1.7003,1.6119932,1.624,1.2831,1.4644277,1.33066
2239,2.0,0.2,741,-0.27189419017320077,1.5,0.15,0.17724,0.1661385,0.17737547,0.212007462978363,0.27503,0.20523298,0.139,1.09708,0.36288446,0.06979
2240,0.0,0.9500000000000001,43,0.7700261382647616,1.0,0.8,0.85938,0.8500143,0.9753983,0.6876422166824341,0.80722,0.9797594,0.686,1.25,0.64098513,0.83972
2241,2.0,0.6500000000000001,615,-0.8441662988212266,10.0,0.7,0.6588,0.71810555,0.7317232,0.7242199182510376,0.66181,0.79995215,0.632,0.88244,0.5664348000000001,0.57848
2242,2.0,1.8,734,0.07001984106446978,10.0,1.825,1.81876,1.8200278,1.7181455,1.8319991827011108,1.7748,1.7794857,1.813,1.87225,1.6821033,1.78009
2243,4.0,1.6,970,0.3300594659430873,6.0,1.625,1.64144,1.584639,1.6802758,1.812882900238037,1.5211,1.1080858,1.596,1.46596,1.2938601,1.03795
2244,4.0,0.2,715,0.2099192271464616,10.0,0.3,0.30853,0.33486292,0.2889146,0.2658000886440277,0.35061,0.53103095,0.195,0.39406,0.8250643,0.83141
2245,2.0,1.1500000000000001,438,-0.26316654552483554,6.0,1.125,1.22789,1.165601,1.1574152,1.018631935119629,0.99122,1.1527271,0.766,0.9386,0.7801589,1.10871
2246,2.0,1.5000000000000002,981,-0.7236563031484985,10.0,1.475,1.44793,1.5244808,1.4568057,1.540528416633606,1.4478,1.5881007,1.58,1.50916,0.992324,1.55768
2247,0.0,0.5,416,-0.6592690771248845,5.5,0.6,0.67018,0.6111017,0.6271205,0.7320149540901184,0.70403,0.7584601,0.624,0.73595,0.6605795999999999,0.8639
2248,0.0,0.25,387,0.21429006791311733,1.0,0.15,0.34581,0.33025438,0.33219296,0.4343138039112091,0.43655,0.33091795,0.22,0.71905,1.3324853,1.00636
2249,2.0,1.2500000000000002,443,0.8489543053544102,2.0,1.125,0.98941,1.1053369,1.221146,1.271450400352478,1.0872,1.2341871,1.33,1.25838,0.88409936,1.17438
2250,1.0,0.55,65,-2.425453624985596,6.0,0.1,0.25216,0.24187776,0.33499727,0.2599911987781524,0.17729,0.47123384,0.161,1.10847,0.12934819,0.00878
2251,2.0,0.35000000000000003,702,0.09262586213792051,2.0,0.35,0.4368,0.41414878,0.39284474,0.2535314857959747,0.3997,0.47285312,0.321,0.41345,0.45260063,0.36417
2252,4.0,0.2,480,-1.1068773457747074,6.0,0.3,0.23734,0.30194095,0.38220388,0.25714772939682,0.33854,0.6758463,0.131,0.26986,0.27393922,0.96908
2253,2.0,1.85,444,-0.4265498514646871,5.5,1.875,1.862,1.8091714,1.7926786,1.797244668006897,1.7751,1.7000146,1.79,1.71802,1.316778,1.68661
2254,0.0,1.0,331,0.8859773554386748,5.5,0.95,0.86376,0.9295279,1.047882,0.6964955925941467,0.95385,0.7475321,0.578,1.13046,1.2075347,0.80063
2255,4.0,0.9500000000000001,404,0.8831032122462373,10.0,0.95,0.77682,0.8301064,0.8639504,0.7562640309333801,0.99758,1.0825391,1.008,0.88916,1.4445294,0.9128
2256,2.0,1.3,217,-1.8074584571241918,1.5,1.425,1.29541,1.4548099,1.4543223,1.4820107221603394,1.4624,1.3902541,0.356,1.56036,0.84634537,1.36811
2257,0.0,0.9500000000000001,120,1.5286321305945407,5.5,0.9,0.60679,0.59257007,0.62791693,0.6678116321563721,0.49642,1.1056633,0.406,0.90056,0.78546405,0.89095
2258,3.0,1.2500000000000002,721,-1.2628296360413938,5.5,1.075,1.14137,1.3448292,1.2961645,1.419541358947754,1.1351,1.1851001,1.267,1.26032,1.435236,1.07528
2259,4.0,1.2000000000000002,783,0.7631347512228008,1.5,1.225,1.3499,1.345847,1.4793559,0.9560275673866272,0.84446,1.1140937,0.369,0.87348,1.0712425,0.78373
2260,4.0,1.2500000000000002,888,1.5339615543404366,2.0,1.425,1.45821,1.3996482,1.6014932,1.6508198976516724,1.2345,1.1853851,1.048,1.42672,1.6445674,0.94955
2261,3.0,1.35,591,-0.3129901754320585,1.5,1.375,1.30284,1.4062507,1.3366885,1.4897361993789673,1.2178,1.3680254,1.424,1.30895,0.7739241,1.29031
2262,2.0,1.5000000000000002,971,-0.206245280977057,10.0,1.375,1.44916,1.4841821,1.3647715,1.5278418064117432,1.3005,1.4970465,1.521,1.40856,1.1090986,1.47258
2263,2.0,1.6500000000000001,46,-0.5483788349426828,5.5,1.675,1.53609,1.5526586,1.5259656,1.5380780696868896,1.6999,1.6670763,0.379,1.07872,1.1629741000000002,1.46219
2264,3.0,1.85,918,1.3267277144921388,2.0,1.875,1.90416,1.857422,1.788947,1.805201292037964,1.8196,1.7284187,1.697,1.59202,1.5306698,1.63402
2265,2.0,0.5,941,-1.595447142875206,5.5,0.5,0.48444,0.4420624,0.33967713,0.2587066888809204,0.62658,0.38376915,0.343,0.69545,0.7232546,0.27302
2266,2.0,1.4500000000000002,109,-0.1337073968916779,6.0,1.725,1.5476,1.6300671,1.7183203,1.7695331573486328,1.6033,1.7080574,1.565,1.25382,1.7308202,1.49897
2267,3.0,1.3,20,1.008742077452891,10.0,1.175,1.41588,1.1905973,1.1820542,1.119718074798584,1.1996,1.4568684,0.523,1.25,1.0969414,0.4259
2268,3.0,1.35,320,-0.9116796044068021,6.0,1.475,1.33459,1.4438535,1.3936542,1.2297759056091309,1.3529,1.3567387,0.299,1.20844,0.91762406,1.19493
2269,3.0,1.4000000000000001,147,0.6107743679825619,1.5,1.175,1.03877,1.0845021,1.3238279,1.115731120109558,1.1001,1.1355268,0.242,1.16021,1.2033473,1.03693
2270,4.0,0.35000000000000003,436,0.5106399083879855,1.5,0.35,0.45872,0.49840087,0.38725442,0.3019537627696991,0.5052,1.0380456,0.377,0.48434,0.5506749,0.81455
2271,3.0,1.7000000000000002,649,0.086731788821479,6.0,1.675,1.74146,1.7973216,1.7200533,1.809122323989868,1.6808,1.732444,1.643,1.59116,1.6283149,1.72825
2272,2.0,1.55,503,0.891370922641719,1.0,1.525,1.4793,1.5359097,1.5304735,1.5339405536651611,1.5935,1.6547351,1.478,1.51596,1.1147863000000002,1.55482
2273,1.0,0.4,839,0.8388411465005493,1.5,0.35,0.36719,0.3634371,0.6218578,0.2844050526618957,0.25896,0.5223274,0.415,0.53903,0.685711,0.68624
2274,2.0,1.4500000000000002,54,0.05669253699336264,6.0,1.625,1.26433,1.2182608,1.5051917,1.5500317811965942,1.5848,1.4472518,0.42,0.80243,1.3595632,1.40408
2275,2.0,0.9500000000000001,36,-0.0913455765856202,6.0,1.075,1.1523,1.1202507,1.0357901,0.9935804605484008,0.99076,0.7697162,1.023,1.37849,0.99500805,1.01
2276,3.0,1.4000000000000001,541,-0.6697809808029903,6.0,1.475,1.31786,1.503559,1.2784218,1.4163930416107178,1.4192,1.411493,1.142,1.37716,1.6979593000000002,1.3885
2277,0.0,0.8,558,2.0707923411679574,6.0,0.95,0.75695,0.7234763,0.730902,0.638740599155426,0.9658,0.95625025,0.683,0.83994,0.7120078000000001,0.92084
2278,0.0,0.25,586,0.3911815225341275,10.0,0.2,0.30672,0.30112955,0.33219296,0.2988494336605072,0.25434,0.34549165,0.286,0.36077,0.092587486,0.54843
2279,1.0,0.9500000000000001,812,0.5460002242979627,1.5,0.95,0.92407,0.9392719,0.93241394,0.790145218372345,0.80509,0.94608873,0.853,0.9678,0.7543823000000001,1.06326
2280,4.0,1.9500000000000002,910,-1.1538801695625818,1.0,1.925,1.89711,1.9159725,1.7377683,1.7789310216903689,0.37706,1.1392181,0.313,1.20683,0.22932819,0.85589
2281,2.0,1.7000000000000002,871,-0.43660669520333806,6.0,1.525,1.70356,1.6672024,1.6804488,1.821349024772644,1.642,1.6176276,1.573,1.37571,1.5914885,1.58625
2282,4.0,0.35000000000000003,238,1.4222730942950512,2.0,0.2,0.2173,0.45935783,0.31127623,0.1955528408288955,0.30065,0.4486221,0.161,0.34076,0.7818328,0.62765
2283,4.0,1.9000000000000001,158,-0.7398753028392855,1.5,1.875,0.81328,0.8444131,1.8093823,0.2083591371774673,1.5513,1.4463,1.004,0.57959,0.23483025,0.29528
2284,0.0,0.25,391,-0.4458789381053915,5.5,1.075,0.73248,0.8630983,0.8900963,0.8215956687927246,0.73929,1.1883229,0.298,1.25638,0.9174626,0.78045
2285,3.0,1.55,49,0.7614081627375753,5.5,1.625,1.51991,1.334018,1.6212366,1.5235481262207031,1.7123,1.5893866,1.659,1.34316,1.5498655,1.73127
2286,2.0,0.2,938,0.12757800903690736,6.0,0.15,0.23485,0.21111031,0.23263586,0.2071077525615692,0.45978,0.2848708,0.294,0.64306,0.27911943,0.15919
2287,0.0,0.6000000000000001,190,-0.04396673881992357,1.0,0.35,0.40809,0.50610495,0.45909274,0.3422851264476776,0.17942,0.4752378,0.444,0.69735,0.3997757999999999,0.12959
2288,0.0,0.8500000000000001,686,0.3703110965807751,1.5,0.95,0.81687,0.8435073,0.94017434,0.7049499750137329,1.257,1.1757046,0.746,0.9299,1.0633291,0.87248
2289,2.0,1.2000000000000002,92,2.1080269592539955,2.0,1.175,1.24154,1.2244068,1.4362639,1.149689555168152,1.2109,1.3156042,0.794,1.23966,1.1207008,1.21813
2290,4.0,1.55,939,-1.097441273948856,6.0,1.475,1.50727,1.5137329,1.5078706,1.7098852396011353,1.579,1.2423137,0.446,1.0666,0.4598761999999999,0.97467
2291,4.0,0.6500000000000001,990,0.11058598870685428,2.0,0.7,0.69214,0.7597431,0.69734377,0.5057152509689331,0.63315,1.179024,0.589,1.01837,0.77398103,1.01095
2292,0.0,0.8500000000000001,312,0.48240410458285754,5.5,0.85,0.66537,0.7161274,0.73750126,0.6492584943771362,0.96305,0.52993786,0.737,0.25069,0.3886873,1.00885
2293,2.0,0.25,55,2.2847492881076006,6.0,1.925,1.04033,0.9710939,1.2676773,1.132248878479004,0.87286,1.0914884,1.338,1.35311,0.5711104,0.34865
2294,2.0,0.1,170,-0.6341538289583765,6.0,0.1,0.20287,0.17923932,0.22107074,0.2120291292667389,0.18133,0.35227597,0.352,0.75212,0.1087899359999999,0.0567
2295,2.0,0.9000000000000001,615,0.09414352318624326,2.0,0.95,0.90614,0.8999005,0.98275447,1.3603734970092771,0.53185,1.1633418,0.486,1.20938,1.460117,1.00436
2296,4.0,0.8,208,0.39879363347002733,6.0,0.9,0.75547,0.73965484,0.68789816,0.7160801291465759,0.96173,1.0083709,0.766,0.6206,0.9192244,0.8552
2297,0.0,0.15000000000000002,120,0.5628378473635283,10.0,1.0,0.94279,0.9247423,0.89781654,0.8178876042366028,1.0315,0.93986684,1.258,1.02648,0.911017,0.93472
2298,0.0,0.9500000000000001,324,0.4776257521767243,5.5,0.7,0.42137,0.51793313,0.4637887,0.7685227990150452,0.60824,0.7022486,0.195,0.60498,1.0224274,0.9376
2299,2.0,0.2,156,-0.6368547915584651,5.5,0.3,0.30724,0.32459602,0.24769765,0.2611313462257385,0.33822,0.4735796,0.374,1.14595,0.6699937,0.06807
2300,4.0,1.6500000000000001,752,0.36365907288983307,2.0,1.475,1.59213,1.6169821,1.6255112,1.773289680480957,1.6287,1.0510331,1.723,1.49472,1.2606081,0.945
2301,2.0,0.8,27,-2.2761684153013713,2.0,1.0,1.12164,1.152675,1.1543806,1.158993363380432,0.86208,0.71196973,1.131,0.80752,1.1467916,0.48192
2302,2.0,1.4000000000000001,629,0.7063712289332711,1.5,1.275,1.33619,1.3486453,1.3799679,1.2921937704086304,1.2186,1.3507366,1.351,1.02764,1.0306938,1.23356
2303,4.0,1.35,367,1.166881565422458,6.0,1.275,1.35621,1.2991885,1.4127823,1.1781854629516602,1.3651,1.2587998,0.266,1.34973,1.2162147,1.14255
2304,2.0,1.2000000000000002,72,0.3796903179444029,6.0,1.05,1.16452,1.1841699,1.2651678,1.0490185022354126,1.234,1.1672027,0.348,1.2936,1.1706276000000002,0.88551
2305,4.0,1.2500000000000002,553,0.5147161091229134,1.0,1.325,1.16435,1.2208892,1.2322136,0.993239164352417,0.97821,1.3848994,1.027,1.21678,1.3008441000000002,0.97056
2306,4.0,1.3,706,-0.288233526212057,2.0,1.375,1.29852,1.3257926,1.3248394,1.4261609315872192,1.5761,1.1127914,0.739,1.21053,1.4157013,0.88477
2307,4.0,0.8500000000000001,622,0.7030178474421146,6.0,0.9,0.77291,0.7694479,0.7625804,0.7006540298461914,0.80599,0.9122974,0.349,0.76968,0.84336936,0.99435
2308,2.0,0.15000000000000002,415,0.011229257832216781,5.5,0.15,0.21294,0.21522942,0.18433133,0.208054170012474,0.27591,0.20298874,0.217,0.71457,0.1051976459999999,0.11691
2309,4.0,0.55,829,-0.2664707559557845,6.0,0.55,0.60119,0.6224505,0.6491009,0.5893654823303223,0.73827,1.0649052,0.666,0.85423,1.3174112,1.00256
2310,2.0,0.2,535,1.7982604566744962,1.0,0.1,0.16946,0.13642803,0.20984447,0.2083898782730102,0.25599,0.25088924,0.129,0.71047,0.4554144,0.1215
2311,2.0,1.35,638,-1.0369113176564932,10.0,1.475,1.46463,1.5305474,1.3962449,1.5799633264541626,1.5731,1.5904973,0.5,1.66659,1.6215118,1.51097
2312,1.0,0.8500000000000001,545,0.6671260750571483,2.0,0.8,0.79731,0.8132447,0.9024006,0.6268438100814819,0.36944,0.65915525,0.765,1.36622,0.30184153,0.98916
2313,2.0,1.6,356,0.3486143982545802,5.5,1.625,1.55804,1.5349596,1.5979391,1.6664751768112185,1.6434,1.515862,1.745,1.49301,1.4609084,1.51651
2314,3.0,1.6,98,-0.18908032458839175,2.0,1.275,1.38867,1.2875209,1.490806,1.4080276489257812,1.4804,1.3310267,1.398,1.32351,1.6484863,1.26465
2315,2.0,1.9000000000000001,374,-2.087231461506064,6.0,1.875,1.81771,1.8343267,1.7758632,1.826797604560852,1.9031,1.84887,0.365,1.67756,1.6858116,1.85717
2316,4.0,0.15000000000000002,251,1.0200047358730624,5.5,0.1,0.14102,0.18434344,0.27256694,0.197555661201477,0.15694,0.62163377,0.087,0.39678,0.5454245,0.7928
2317,4.0,0.7000000000000001,964,-0.8537097204347541,2.0,0.7,0.68666,0.71256423,0.7414621,0.7093971967697144,0.90335,1.1645365,0.707,1.07038,0.7960754,1.05408
2318,4.0,1.3,535,0.699202477353676,1.5,1.225,1.41809,1.331721,1.5381368,1.643963098526001,1.5361,1.3006915,1.187,1.25667,0.5507285,0.90624
2319,4.0,1.5000000000000002,420,-0.480042427564634,1.5,1.425,1.62429,1.503406,1.6039333,1.5304341316223145,1.4811,1.1584498,1.006,1.35437,0.9924552,0.89526
2320,3.0,1.55,279,-0.31150082024300396,1.5,1.075,1.27406,1.4026212,1.3288846,1.3163120746612549,1.5073,1.4304999,1.664,1.65743,1.2796803,1.27795
2321,0.0,0.7500000000000001,619,-0.3688597808639171,5.5,0.5,0.45567,0.48858544,0.39464152,0.5811561942100525,0.38039,0.5090268,0.46,0.5293,0.5924629,0.77049
2322,4.0,1.4000000000000001,27,-0.5133748664806639,1.5,0.65,0.79418,0.8467275,1.0047045,0.7817263603210449,1.2361,0.95068514,0.588,0.37983,0.53520656,0.16657
2323,2.0,1.85,214,-0.5376728782433607,6.0,1.925,1.73636,1.8932189,1.8602585,1.808665752410889,1.8432,1.8559682,1.882,1.67376,1.9858357,1.92602
2324,3.0,1.85,932,-0.03356302664179538,5.5,1.925,1.93494,1.8589264,1.9091374,1.8365360498428345,1.5978,1.7465346,1.883,1.816,1.8784242,1.82082
2325,4.0,0.6000000000000001,68,-1.4095024511479552,1.0,0.95,0.6704,0.77753526,0.5995207,0.5160739421844482,0.59576,0.8118804,0.92,1.08099,0.6300969,0.54565
2326,1.0,0.9500000000000001,256,-0.13042571415984633,6.0,0.65,0.60476,0.64990646,0.59163225,0.7767775058746338,0.30811,0.4634878,0.521,0.78388,0.76502377,0.56622
2327,1.0,0.2,339,0.32503032238494267,5.5,0.1,0.16762,0.17925583,0.22585616,0.2174307852983474,0.18662,0.2010113,0.265,0.5504,0.18496554,-0.00667
2328,3.0,1.4000000000000001,970,-0.4950433489375407,5.5,1.475,1.59243,1.6285286,1.5409415,1.7379555702209473,1.2738,1.6073784,1.458,1.32571,1.52471,1.41168
2329,0.0,0.55,639,0.7204427589797846,1.5,0.1,0.25348,0.26947498,0.433815,0.2201094478368759,0.35499,0.4666183,0.328,0.66105,0.56693083,0.23934
2330,2.0,1.85,545,-0.24792549676484088,6.0,1.675,1.713,1.712939,1.6995624,1.8213353157043457,1.6552,1.732444,1.662,1.59913,1.3147382,1.74241
2331,0.0,0.9500000000000001,650,-1.1788563902013574,6.0,0.95,0.89446,1.0011082,0.8912395,0.8477243781089783,1.1627,0.7852413,0.364,1.10881,1.0604905,1.07155
2332,1.0,0.3,901,-1.7107893985000706,5.5,0.55,0.47237,0.56555253,0.6683105,0.5508469939231873,0.41428,0.6151351,0.525,0.84729,0.5246689999999999,1.05763
2333,3.0,1.7500000000000002,137,-2.2890370809359006,6.0,1.925,1.76121,1.7056185,1.7400073,1.793784260749817,1.5832,1.7513995,1.73,1.35679,1.5811,1.57608
2334,0.0,0.6000000000000001,998,-0.9722649334126966,5.5,0.7,0.63161,0.6551177,0.6677814,0.5637032389640808,0.52438,1.1927737,0.728,0.59136,0.77175945,0.80409
2335,4.0,1.3,260,0.7405613420336222,6.0,1.125,1.02326,1.0157974,1.128553,0.8216606378555298,1.1808,1.0886531,0.719,1.36971,1.3236382,0.81811
2336,1.0,0.8,862,-1.2880497810295752,5.5,0.6,0.67133,0.6612288,0.68026704,0.6082339882850647,0.77071,0.65535045,0.698,0.83929,0.82451165,0.9085
2337,2.0,1.9000000000000001,665,-1.4004060028434113,1.5,1.875,1.87825,1.8779069,1.733643,1.7938282489776611,1.8227,1.7323245,1.866,1.67618,1.6667187,1.90617
2338,2.0,1.55,557,0.8811818366176283,5.5,1.525,1.55458,1.5236262,1.3599616,1.6379543542861938,1.5506,1.3244076,0.401,1.49226,0.96354544,1.28215
2339,0.0,0.35000000000000003,804,1.3180271723609416,6.0,0.35,0.51283,0.5117634,0.40472203,0.7222546339035034,0.47038,0.6042799,0.493,0.70583,0.9426308,0.95099
2340,1.0,0.45,362,-0.527158700996531,6.0,0.55,0.63505,0.6354363,0.6257638,0.7872851490974426,0.86949,0.5268419,0.649,0.70237,0.22827132,0.47777
2341,1.0,0.15000000000000002,535,0.1311338826823515,1.5,0.1,0.24875,0.24896522,0.33219296,0.2749367356300354,0.28978,0.38404047,0.239,1.33021,0.32751945,0.98816
2342,0.0,0.9500000000000001,786,1.3304032851191938,10.0,0.55,0.73275,0.77862066,0.7813854,0.7076139450073242,0.88678,0.5699634,0.665,0.55528,0.8299726999999999,0.89885
2343,3.0,1.4500000000000002,753,-0.7282572017981835,6.0,1.375,1.30272,1.324608,1.2691121,1.4691731929779053,1.5047,1.325408,1.579,1.37217,1.1580034,1.44914
2344,2.0,0.6000000000000001,749,0.17324682188979393,2.0,0.7,0.56341,0.57842386,0.6651776,0.4832314252853393,0.53019,0.634797,0.51,0.54401,0.8355326999999999,0.49343
2345,2.0,1.7000000000000002,633,-0.31138940194440073,5.5,1.575,1.7275,1.6642396,1.5744767,1.7756214141845703,1.6539,1.6331906,1.633,1.46625,1.5058316,1.55205
2346,4.0,1.7500000000000002,829,0.0052599296645042815,5.5,1.775,1.68836,1.6559452,1.726363,1.8294227123260496,1.7778,1.1556324,1.561,1.51522,1.2979388,1.01322
2347,4.0,0.5,399,0.9498376219766679,1.5,0.7,0.62591,0.6586815,0.57402074,0.3924784362316131,0.64605,1.1672622,0.66,0.62408,0.7399591999999999,0.94397
2348,3.0,1.3,383,2.513378845786819,2.0,1.225,1.33087,1.400333,1.2179891,1.2066330909729004,1.5109,1.2800263,1.337,1.22127,1.4008558999999998,1.24933
2349,3.0,1.1,58,-0.13140288664022146,2.0,1.175,1.27846,1.2887136,1.3527961,1.3621572256088257,1.3127,1.2558434,1.036,1.18044,1.6424677,1.2749
2350,2.0,1.05,937,-0.47108206726534657,5.5,0.95,0.7936,0.8095182,0.84407973,0.7448356747627258,0.9787,1.1527724,0.841,1.03504,1.1609906,0.99704
2351,3.0,1.8,695,0.9764953827937823,1.5,1.825,1.70664,1.8154162,1.6857153,1.798843264579773,1.8394,1.6225101,1.806,1.4151,1.5917857,1.62232
2352,1.0,0.7500000000000001,335,-0.11458604201422307,6.0,0.85,0.6958,0.5970822,0.6913897,0.7895486950874329,0.80699,0.4922827,0.677,0.24013,0.8192867,0.56456
2353,4.0,1.4500000000000002,473,0.7790760190140765,5.5,1.475,1.1828,1.1680036,1.4668578,1.7360951900482178,1.5422,1.0915922,0.953,0.84506,0.40853006,0.61828
2354,3.0,1.85,742,0.27547944504383454,6.0,1.925,1.81072,1.5696347,1.6583112,1.8395326137542725,1.7353,1.7284187,1.675,1.68233,1.4659911,1.70636
2355,3.0,2.0,322,-0.3378905741754234,10.0,1.925,1.69397,1.9771476,1.9568434,2.0,1.99,1.9035597,2.003,1.5,1.422852,2.0
2356,2.0,0.15000000000000002,227,0.056100942318968144,1.5,0.1,0.20754,0.16551396,0.1828799,0.2313420921564102,0.15228,0.24269342,0.113,0.72794,0.17646407,0.08486
2357,4.0,1.6,166,1.1305091139896686,6.0,1.475,1.52305,1.4135426,1.5354599,1.6293293237686155,1.5435,1.1868616,0.262,1.42972,0.7635353,0.82097
2358,4.0,0.8,915,-1.118175534875813,1.5,0.85,0.8265,0.75545156,0.72525465,0.702367901802063,0.78416,1.135285,0.442,0.98225,0.8299006,0.86448
2359,1.0,0.6000000000000001,746,-0.6455702429386789,6.0,0.7,0.62316,0.57543933,0.67360497,0.6149863004684448,1.0028,0.52924204,0.608,0.85572,0.75474656,1.12275
2360,3.0,1.8,882,0.5198299547443896,6.0,1.875,1.80734,1.748797,1.7180176,1.812246322631836,1.6683,1.6919875,1.719,1.34771,1.5268427,1.54554
2361,1.0,0.5,447,-0.04929689378719392,2.0,0.7,0.61956,0.6923197,0.66029847,0.7013591527938843,0.98606,0.54014635,0.633,0.90739,0.73298544,0.99834
2362,2.0,1.55,926,0.8227584327458876,5.5,1.475,1.56751,1.6082149,1.4690992,1.6325255632400513,1.5877,1.4891549,1.484,1.52009,0.9288977,1.42722
2363,4.0,1.0,213,0.44524745175418257,6.0,1.0,0.83871,0.8012493,0.8280219,0.7124269604682922,0.93842,0.83542466,0.98,1.52507,0.8802288,0.8501
2364,4.0,1.9500000000000002,886,-0.0003747052071514407,1.0,1.925,1.84393,1.8318121,1.8521188,1.8521490097045896,1.7972,1.1068786,1.868,1.03374,0.31790498,0.73422
2365,2.0,1.0,696,-0.5870954388106929,5.5,1.0,0.72917,0.81316787,0.8031517,0.7393465042114258,0.86294,0.9905234,0.763,0.84713,0.5594744,0.7292
2366,3.0,1.2000000000000002,845,0.45172377829494775,1.5,1.225,1.29217,1.3889664,1.3398017,1.4511231184005735,1.3251,1.2034304,1.199,1.21933,1.0945685,1.20886
2367,3.0,1.6500000000000001,295,1.5553057738033171,1.0,1.575,1.54577,1.4120376,1.5460714,1.3885104656219482,1.4362,1.5742437,0.599,1.81899,0.57105035,1.47805
2368,3.0,1.35,929,0.7558119340948211,1.0,1.325,1.41771,1.4295917,1.3576264,1.5626614093780518,1.3363,1.4106468,1.196,1.31074,1.460442,1.328
2369,0.0,0.05,986,-1.5760834677308464,5.5,0.9,0.83256,0.7726086,0.84271765,0.7881917953491211,0.94012,1.1397418,0.885,1.15066,1.1729298,1.04254
2370,2.0,1.55,396,-1.1162158625302931,2.0,1.625,1.64328,1.6087952,1.5275735,1.6797151565551758,1.5316,1.5665581,1.316,1.54335,1.5947291,1.46859
2371,0.0,0.05,425,0.8006908047756247,2.0,0.9,0.93627,0.94905734,0.69473886,0.7043035626411438,0.58346,1.1515921,0.403,0.99405,0.79436535,0.77144
2372,2.0,1.9000000000000001,814,1.2321521815763945,6.0,1.875,1.8218,1.8729155,1.8064165,1.847420334815979,1.9094,1.815078,1.969,1.603,1.9063634,1.88863
2373,3.0,1.2500000000000002,394,-0.48703405901254515,6.0,1.325,1.33086,1.4601216,1.2632177,1.2043534517288208,1.3367,1.3107104,1.076,1.37363,1.2714455,1.29859
2374,2.0,1.4000000000000001,97,0.33566854504479643,5.5,1.175,1.22002,1.2743841,1.1620499,1.3228330612182615,1.4395,1.1663492,1.288,1.05594,1.2381417,1.02698
2375,3.0,1.9500000000000002,562,-0.3168226135482728,6.0,1.875,1.89844,1.625282,1.7845668,1.7934067249298096,1.8172,1.815078,1.839,1.73312,1.6900798,1.89755
2376,4.0,0.7000000000000001,795,1.27707353253248,1.5,0.9,0.73633,0.7828338,0.68571234,0.7017467617988586,0.80256,1.1292839,0.747,0.94154,1.0528651000000002,0.88966
2377,1.0,0.3,424,-0.750652503682668,6.0,0.2,0.27289,0.30781546,0.3433015,0.4248629510402679,0.24476,0.35727173,0.349,1.32921,0.47383487,1.13518
2378,1.0,0.45,930,0.8991133956971564,5.5,0.3,0.38372,0.40838835,0.44199815,0.3516371846199035,0.50284,0.36079937,0.376,0.5,0.5883742,-0.05048
2379,4.0,1.1,684,0.6489850163448005,1.0,1.225,0.84612,0.99157643,1.0803254,0.7906672954559326,0.95695,1.2066342,1.016,1.12873,0.41134673,0.9326
2380,4.0,1.05,183,0.238228043556599,6.0,1.075,1.05055,1.0468616,1.043254,1.0846995115280151,1.0441,1.1498001,1.169,1.04588,1.2395157,1.07369
2381,3.0,2.0,428,-2.4196036779323578,6.0,1.925,2.00333,1.9114597,1.9413458,1.8368524312973025,1.8848,1.8736467,1.927,1.63252,1.8266954,1.92351
2382,3.0,1.7500000000000002,71,-1.4106405114433531,6.0,1.175,1.36919,1.3235067,1.4307334,1.3773338794708252,1.3997,1.2746676,1.409,1.32304,1.4325786,1.25319
2383,3.0,1.7500000000000002,384,1.3215154893668353,10.0,1.925,1.92379,1.7152607,1.8160132,1.8310248851776123,1.884,1.8006747,1.995,1.68617,1.4977965,1.84449
2384,4.0,1.85,610,0.21866163807262537,1.0,1.725,1.66098,1.6015143,1.8326594,1.7567126750946045,1.8307,1.3331926,1.41,1.41598,0.21698442,0.79709
2385,3.0,1.4000000000000001,28,0.5267121003747773,1.5,0.7,1.31861,1.1913954,1.2184769,1.232824683189392,0.90743,1.0913203,1.399,0.8802,1.0261368,1.25278
2386,4.0,0.6000000000000001,831,0.3902138966143198,5.5,0.7,0.69063,0.69865286,0.7153429,0.6154122948646545,0.86193,1.0822146,0.663,0.82423,1.0405452,0.8928
2387,3.0,1.55,194,-0.13941571063941827,5.5,1.875,1.64204,0.9633648,1.6679922,1.779111623764038,1.6198,1.7176075,1.747,1.65063,1.7725999,1.75731
2388,3.0,1.85,958,-1.2816708885144985,1.5,1.825,1.81124,1.4847598,1.6623781,1.756119966506958,1.6505,1.5679517,1.483,1.54196,1.674537,1.57044
