,model,alpha,length,diff_coef,loc_error,UPV-MAT,HNU,eduN,UCL,FCI,Erasmus MC,DecBayComp,DeepSPT,BIT,WUST ML B,QuBI,Anomalous Unicorns,TSA,TA-MSD
4549,1.0,0.15000000000000002,152,-0.45976202487954193,1.0,0.554,0.48519045,0.48137,0.5,0.64666796,0.5990408658981323,0.5863725000000001,0.518062,0.94685,0.55797017,0.42682,1.05,1.09227,1.18192
4550,0.0,0.55,155,0.017530660084291338,10.0,0.538,0.7044598,0.69059,0.7,0.72476566,0.5293995141983032,0.57964814,0.590739,0.96061,0.71302533,0.76889,0.7488731145858765,0.82593,0.91615
4551,4.0,1.6500000000000001,420,-1.0492493612809386,1.0,1.521,1.2042727,1.23434,1.625,1.4662981,1.0474698543548584,1.0194373,1.171433,1.6343,1.4346881,0.86871,1.621407985687256,0.89808,0.69902
4552,4.0,1.9500000000000002,992,0.42029856235558594,10.0,1.983,1.8294805,1.95537,1.925,1.8834454,1.8607121706008911,1.5682303999999998,1.622461,1.9145,1.0018708,0.88338,1.8974874019622805,0.68564,0.63327
4553,2.0,1.6500000000000001,832,-1.373928435071838,1.0,1.68,1.6851614,1.73497,1.675,1.6072097,1.4282642602920532,1.5153217,1.421643,1.6163,1.4504079,1.4897,1.7313668727874756,1.22946,1.248
4554,4.0,0.15000000000000002,348,0.919032710125743,2.0,0.08,0.23645787,0.09545,0.1,0.2985314,0.2865992188453674,0.17647833,0.386757,0.27658,0.5430521,0.36982,0.3989417552947998,0.37732,0.77025
4555,3.0,1.05,34,-0.41220142555725076,1.0,1.265,1.3201857,1.28219,1.375,1.3033806,1.266306757926941,1.2037028,1.628107,1.2594,0.86201376,1.1884,1.05,1.25,1.27428
4556,0.0,0.25,31,-1.6576955223188345,1.0,0.508,0.40499336,0.51195,0.25,0.56561863,0.4886356890201568,0.35012853,0.665628,0.37305,0.37892562,1.3467,0.4779162406921386,0.78155,0.19043
4557,2.0,0.3,795,0.8810676380211986,2.0,0.29,0.36294794,0.41059,0.35,0.610482,0.330719918012619,0.40306222,0.451634,0.46155,0.33784646,0.65368,0.4800140857696533,0.66693,0.2217
4558,2.0,1.9000000000000001,842,0.6425963505256573,2.0,1.916,1.9022558,1.87515,1.875,1.8107758,1.8638434410095213,1.9899936000000005,1.659077,1.9094,1.8148463,1.8844,1.9090735912323,1.708,1.86318
4559,4.0,0.8,208,0.02035316321622132,1.0,0.885,0.77347535,0.79734,0.75,0.92446905,0.6770662069320679,0.7126796,1.180151,0.82087,1.179166,0.87738,1.2909252643585205,1.5091,0.85803
4560,4.0,1.6500000000000001,883,-1.6640850196579906,10.0,1.498,1.5053765,1.51731,1.475,1.5710162,1.4970802068710327,1.597851,1.48482,1.3525,1.1439584,1.0966,1.616027593612671,1.47495,0.97427
4561,2.0,0.6000000000000001,192,-1.0424668679987,10.0,0.924,0.87661034,0.78644,0.7,1.0832818,0.6830036044120789,0.78625274,0.918511,1.1114,0.9753709,0.72263,1.0,0.87777,0.52969
4562,4.0,0.45,113,-1.2544412228987112,10.0,0.96,0.8137974,0.69578,0.9,0.8065933,0.6408814191818237,0.68702936,1.508057,0.64796,0.6058,1.0284,1.3190553188323977,0.68511,0.98436
4563,1.0,0.1,127,-0.9891367419693775,1.0,0.14,0.17473648,0.18596,0.1,0.25392598,0.2184371650218963,0.26443034,0.571641,0.53881,0.36135554,0.23395,0.5640004873275757,1.09405,0.01622
4564,4.0,0.6500000000000001,767,0.2855321209442557,10.0,0.547,0.6251051,0.56029,0.55,0.56624496,0.5065178275108337,0.36789286,0.443209,0.5593,1.0573086,0.98496,0.4623113572597503,0.55955,0.66226
4565,2.0,1.55,564,0.12308734973708972,1.0,1.39,1.4663109,1.4064,1.325,1.6353556,1.3941082954406738,1.2812057,1.417022,1.4161,1.3645109,1.2618,1.714921951293945,1.28621,1.3273
4566,3.0,1.35,228,0.604876946605285,10.0,1.721,1.7640392,1.63825,1.725,1.6849875,1.7152011394500732,1.7329317,1.624406,1.8666,1.7769722,1.6756,1.7972681522369385,1.66158,1.84133
4567,2.0,1.4500000000000002,288,1.319996770310481,10.0,1.564,1.6609589,1.62722,1.575,1.6854033,1.7366005182266235,1.698494,1.603245,1.6048,1.7610173,1.6762,1.0,1.87975,1.61475
4568,2.0,0.15000000000000002,776,-1.4685057093065192,1.0,0.172,0.13694598,0.15175,0.15,0.19603464,0.2271006256341934,0.24514645,0.410754,1.472,0.19202292,0.21914,1.05,0.84362,0.11957
4569,3.0,1.2000000000000002,610,-0.1517108305509452,1.0,1.376,1.3211699,1.34526,1.325,1.4455892,1.2106642723083496,1.4269891,1.32909,0.93369,1.3098086,1.4231,1.480754852294922,1.15661,1.18588
4570,1.0,0.15000000000000002,492,1.5785422379498886,1.0,0.459,0.45565858,0.63048,0.5,0.64293134,0.3107804358005523,0.6180085,0.607243,0.75408,0.47086406,0.54857,1.05,1.06615,0.99501
4571,4.0,0.35000000000000003,34,-1.5495089760061933,10.0,0.579,0.56678873,0.58066,0.55,0.63347244,0.4213198721408844,0.4733140999999999,1.148922,0.24717,0.49528188,0.55941,1.05,0.62527,0.84244
4572,4.0,1.3,393,0.761827228497967,10.0,1.551,1.4606832,1.56222,1.525,1.5495918,1.7697484493255615,1.5259459999999998,1.439923,1.5349,1.1198636,1.0138,1.5633701086044312,1.47573,0.90701
4573,4.0,0.7000000000000001,41,0.013920298203214462,2.0,0.604,0.59385043,0.88288,0.5,0.9516409,0.5328039526939392,0.60091317,1.247068,0.73387,1.2021159,0.87111,1.05,1.20018,0.76195
4574,3.0,1.6500000000000001,183,0.2308511558767874,1.0,1.275,1.5431724,1.57824,1.475,1.5222911,1.380346655845642,1.405271,1.457102,1.1024,1.2963457,1.3443,1.6880453824996948,1.39577,1.19893
4575,3.0,1.2500000000000002,595,0.26386272639164204,1.0,1.471,1.4220086,1.37468,1.425,1.5216681,1.4940670728683472,1.4717286,1.383662,1.5077,1.4978888,1.4186,1.5696920156478882,1.37588,1.42833
4576,3.0,1.7000000000000002,925,-1.8485868097416416,2.0,1.877,1.7438313,1.75852,1.725,1.6529943,1.8073225021362305,1.7061036,1.51202,1.7808,1.7660944,1.7064,1.0,1.57153,1.67756
4577,1.0,0.35000000000000003,246,-1.3844427269368669,1.0,0.523,0.47388363,0.54336,0.55,0.65088063,0.6699901223182678,0.51431155,0.605734,0.97462,0.5726818,0.55265,0.7375141978263855,0.42506,0.58836
4578,4.0,1.4000000000000001,446,0.021816129101358935,10.0,1.302,1.3105742,1.48899,1.525,1.5832666,1.6278785467147827,1.5361658,1.534599,1.011,1.0310786,1.0638,1.093896746635437,0.89682,0.83265
4579,1.0,0.3,251,-1.6607493806324862,2.0,0.273,0.3082084,0.28703,0.15,0.2641862,0.2870855629444122,0.44478828,0.443973,0.062709,0.34821022,0.27408,0.3543496131896972,0.65084,0.69331
4580,3.0,1.2500000000000002,721,-0.8581992369697927,2.0,1.38,1.3682736,1.39393,1.325,1.4126389,1.3274590969085691,1.3250965,1.294905,1.1503,1.4352267,1.3689,1.4394404888153076,1.57857,1.40682
4581,0.0,0.1,602,-0.6581087619307866,1.0,0.959,0.9066011,0.71117,0.925,0.96805286,0.7249999046325684,1.0863521,1.206629,0.7642,1.0865332,1.0363,1.3526935577392578,1.3448,0.97786
4582,4.0,0.25,824,-0.34588165050709524,10.0,0.256,0.31438905,0.20418,0.3,0.2641862,0.3767399787902832,0.22498077,0.481555,0.27303,0.46598947,0.67055,0.1754609048366546,0.45183,0.8238
4583,0.0,0.6000000000000001,479,1.2388458405385352,10.0,0.699,0.6986693,0.69264,0.7,0.7653409,0.5815988779067993,0.69548774,0.512804,0.99164,0.5852318,0.52997,0.6857006549835205,1.05385,0.924
4584,4.0,1.3,607,0.9085938345914444,10.0,1.204,1.2503831,1.26416,1.275,1.3986601,1.4205553531646729,1.308593,1.357414,1.3636,1.1392145,1.1578,1.4795000553131104,1.2559,1.1578
4585,3.0,1.4500000000000002,343,1.0420210263047718,1.0,1.57,1.6094738,1.56102,1.675,1.5276794,1.3891124725341797,1.496209,1.440574,1.242,1.5927781,1.4814,1.0,1.35358,1.41539
4586,2.0,1.8,326,-0.7565584043788329,2.0,1.835,1.8661636,1.85035,1.825,1.8312972,1.7961795330047607,1.8225785,1.635196,1.8414,1.801167,1.7943,1.8329997062683103,1.88712,1.79444
4587,0.0,0.15000000000000002,187,-0.5484237482622354,1.0,0.35,0.6246841,0.48617,0.5,0.5818822,0.4185830056667328,0.60136795,0.452002,0.67918,0.61756796,0.74844,0.6592041254043579,0.48074,0.53028
4588,4.0,1.1500000000000001,897,0.1515699858023366,10.0,1.15,1.0018011,0.99388,1.125,1.3056152,1.18433678150177,1.133335,1.179087,1.1525,1.1874126,1.131,1.2576987743377686,1.10681,0.89523
4589,2.0,1.5000000000000002,59,0.3707209964521344,2.0,1.411,1.3936301,1.26728,1.675,1.5165577,1.406762719154358,1.4906563,1.533272,1.4583,1.2839638,1.4548,1.3642882108688354,0.90212,1.41403
4590,1.0,0.7000000000000001,836,0.9394459802942257,2.0,0.825,0.7747505,0.75335,0.75,0.7756235,0.8499476313591003,0.81563956,0.788235,0.96384,0.50720227,0.59708,0.7902601957321167,0.77807,0.96848
4591,2.0,0.8,747,0.09891564655480645,2.0,0.872,0.8288107,0.85327,0.925,1.0982893,0.8617880344390869,0.7901672,1.027893,0.6574,1.2263275,1.024,1.056968092918396,0.70012,0.81143
4592,4.0,1.55,340,0.33673179773244066,10.0,1.618,1.6089137,1.62219,1.525,1.525459,1.7898809909820557,1.7557197,1.422968,1.5771,1.3017178,1.0451,1.5485515594482422,1.53424,1.11487
4593,4.0,1.8,628,0.9570788984502288,10.0,1.849,1.7038101,1.79402,1.875,1.6949815,1.8241101503372192,1.7117281000000002,1.595142,1.6729,1.2638102,0.97996,1.7200998067855835,1.66724,0.97761
4594,2.0,1.1500000000000001,356,0.3005667849120243,1.0,0.952,0.9965309,0.92183,1.0,1.1674848,0.8683887124061584,1.2336975,1.129072,0.93977,1.1318696,1.1189,1.4425987005233765,0.76669,0.84417
4595,1.0,0.1,124,1.0231640688529386,1.0,0.138,0.21818659,0.1929,0.1,0.2825946,0.2311426550149917,0.23094493,0.498949,0.2037,0.25859755,0.15007,1.05,1.05661,-0.04802
4596,3.0,2.0,275,-0.6522406815690127,2.0,1.984,1.9773867,0.20052,1.925,1.9938275,1.847046971321106,1.99,1.663285,2.0,1.9258418,1.4167,1.0,1.5,1.99974
4597,2.0,1.0,919,0.6272984143851704,1.0,0.964,0.8864224,0.98989,1.025,1.2384083,0.825748860836029,0.83204126,1.267136,0.45077,1.0487583,1.0262,1.1326663494110107,0.89223,0.846
4598,2.0,1.05,45,-1.2708853924019925,1.0,0.628,0.6609813,0.73367,1.325,0.84093434,0.6254391074180603,0.7699401,0.964487,0.69335,0.6818408,0.48988,0.5421930551528931,1.25,0.16364
4599,2.0,1.3,383,0.14930073331354976,10.0,1.228,1.4365371,1.46031,1.375,1.4952824,1.3716132640838623,1.476457,1.464033,1.4773,1.5143242,1.3823,1.6753501892089844,1.70133,1.44545
4600,2.0,1.7000000000000002,316,-0.1621029942361116,1.0,1.367,1.4461362,1.57656,1.325,1.485441,1.287665843963623,1.3385718,1.543885,0.98898,1.4766012,1.3394,1.711114764213562,1.48573,1.265
4601,2.0,0.5,194,-1.1715548347673452,2.0,0.506,0.62355304,0.60672,0.45,0.5895568,0.4197388589382171,0.6351788,0.762619,0.69166,0.7647653,1.0714,1.0,0.75658,0.37115
4602,4.0,0.45,778,-0.30848786398604217,10.0,0.359,0.41106358,0.42396,0.5,0.36705187,0.4862443804740906,0.34431648,0.578745,0.44956,0.9881623,0.94752,0.4698830246925354,0.65304,0.98068
4603,0.0,0.6500000000000001,615,-0.4887068891164244,2.0,0.355,0.38258904,0.34441,0.5,0.597119,0.4695937037467956,0.74141544,0.560316,0.95097,0.64735544,0.60605,0.5803264379501343,0.77429,1.00744
4604,3.0,1.9000000000000001,794,2.076405449573925,1.0,1.761,1.7710458,1.82195,1.775,1.7845122,1.7128982543945312,1.6642883999999998,1.460655,1.6444,1.7323785,1.704,1.7206439971923828,1.46698,1.58452
4605,2.0,0.1,773,1.7093049232576945,10.0,0.175,0.13936946,0.21626,0.15,0.2858796,0.2473686188459396,0.24237508,0.380197,0.45974,0.16866666,0.29486,0.2355472147464752,0.61742,0.06686
4606,4.0,1.5000000000000002,665,-0.47547033142343276,1.0,1.545,1.5776821,1.55475,1.575,1.4661098,1.352726697921753,1.3995306,1.46096,0.95111,0.91872853,0.9234,1.6578235626220703,0.72117,0.74007
4607,1.0,0.3,807,-1.7581634539199855,2.0,0.262,0.3505925,0.28684,0.15,0.2641862,0.275097906589508,0.3854469,0.405426,0.36331,0.32312906,0.20478,0.2871552109718323,0.5,0.23647
4608,4.0,0.3,16,1.015197242876109,1.0,1.112,1.0154717,0.85213,0.9,1.1051476,1.1458721160888672,0.86397266,1.560395,0.82487,0.8616292,0.91593,0.5373746752738953,0.625,0.4253
4609,0.0,0.35000000000000003,971,-0.2655201262943807,1.0,0.335,0.37985754,0.41732,0.3,0.38676926,0.2391986101865768,0.37855178,0.5285,0.44774,0.48196214,0.42223,0.4615061283111572,1.31069,0.79693
4610,4.0,1.35,691,-0.3053910411662493,10.0,1.179,1.2933886,1.2564,1.325,1.2843084,1.1483676433563232,1.3678656,1.172207,1.2004,1.1739506,1.0333,1.39235258102417,1.28113,0.91758
4611,3.0,1.6,620,-0.30725879349534724,10.0,1.518,1.5211797,1.53995,1.475,1.6236829,1.5589900016784668,1.6155293,1.563815,1.7189,1.6809016,1.5512,1.7060179710388184,1.55494,1.65905
4612,3.0,1.3,671,-0.8203760298485234,1.0,1.288,1.340655,1.27939,1.225,1.5652661,1.3825819492340088,1.3462179,1.310269,1.7338,1.3423936,1.3796,1.4942110776901243,1.20562,1.21054
4613,3.0,1.2500000000000002,729,0.7279657950348682,1.0,1.483,1.4769355,1.44754,1.325,1.5603052,1.4652973413467407,1.3686181999999998,1.415994,1.5594,1.4861684,1.4702,1.619935393333435,1.46529,1.28717
4614,2.0,0.9000000000000001,484,-0.11393310143311337,1.0,0.691,0.6867325,0.68133,0.55,1.1164048,0.5131509900093079,1.3604636,0.824731,0.5827,1.0406278,0.98697,1.1824772357940674,0.99109,0.54451
4615,1.0,0.55,359,-1.0749845779836602,10.0,0.627,0.6594609,0.71973,0.7,0.6531971,0.6020965576171875,0.7479260999999999,0.562755,0.55848,0.58917725,0.66701,0.7600176334381104,1.28627,1.17409
4616,4.0,2.0,401,-0.5918077394060383,2.0,1.904,1.858752,1.87428,1.775,1.8813413,1.8356938362121584,1.6435392,1.628132,1.5724,1.048431,0.97058,1.6946496963500977,1.23061,0.88032
4617,2.0,1.05,245,0.02348656199251596,10.0,1.093,0.95329607,1.06709,1.075,1.2333137,1.0123579502105713,0.95306885,1.256255,1.2512,1.0519072,1.1433,1.2834956645965576,1.27642,0.88592
4618,3.0,1.35,595,-0.7555413449187821,2.0,1.365,1.3557951,1.39597,1.275,1.4424863,1.3122587203979492,1.4407531,1.418671,1.2351,1.4431492,1.386,1.5706377029418943,1.49375,1.52002
4619,3.0,1.3,897,0.5846902540221056,2.0,1.273,1.2763423,1.26064,1.225,1.4014287,1.2923743724822998,1.3515795,1.290948,1.1522,1.2319778,1.3913,1.3463990688323977,1.28994,1.21889
4620,0.0,0.55,524,0.0077808467610242715,2.0,0.324,0.27783278,0.45027,0.3,0.2641862,0.3171656727790832,0.36421317,0.418396,0.462,0.40356886,0.41051,0.4235956072807312,1.17334,1.07298
4621,0.0,0.5,917,-0.7190662114342152,1.0,0.571,0.5988132,0.56951,0.55,0.7660582,0.565484881401062,0.7165674,0.77897,0.8818,0.7912847,0.84466,0.6843401789665222,0.53146,0.61869
4622,2.0,0.9500000000000001,639,1.2232194972183974,1.0,1.02,0.8560604,0.81088,1.075,1.1580977,0.8386333584785461,0.83602744,0.775445,0.90054,1.0979948,1.2512,1.0624349117279053,0.92846,0.75134
4623,0.0,0.05,608,1.3234917572239837,2.0,0.294,0.45851964,0.28677,0.25,0.2641862,0.304810494184494,0.5674174,0.411862,0.24444,0.34898818,0.16593,0.3570835590362549,0.5,0.33276
4624,1.0,0.9000000000000001,228,-0.3413189268472907,10.0,0.932,0.89864886,0.90554,0.95,0.58932567,0.7490857243537903,0.61743134,0.484314,0.98927,0.7959973,0.75095,0.8257960677146912,0.571,0.57302
4625,2.0,0.25,679,0.08809435572375657,10.0,0.219,0.28973562,0.31505,0.3,0.30625176,0.2279889285564422,0.3623559,0.465592,0.24387,0.23797864,0.5772,0.4096059203147888,0.64732,0.18045
4626,1.0,0.55,496,0.5527476960394603,10.0,0.354,0.5263008,0.43213,0.35,0.5791948,0.2903747260570526,0.6003257,0.592063,1.9771,0.53814065,0.43718,0.6510034203529358,1.07436,0.7646
4627,0.0,0.5,174,-0.4702069178322013,1.0,0.392,0.6241145,0.43263,0.35,0.5441622,0.2969596087932586,0.34972525,0.435997,0.84884,0.5892304,0.59735,0.4958862066268921,0.17765,0.28014
4628,1.0,0.05,712,1.0400741682060515,10.0,0.119,0.17353357,0.17522,0.1,0.17220291,0.2135854065418243,0.17580932,0.362521,0.19063,0.14909905,0.086222,0.1943527162075042,1.34065,0.00747
4629,2.0,1.0,451,-1.5899110645228431,10.0,0.861,0.77872294,0.78405,0.9,0.9201595,0.7458009123802185,0.908954,0.918699,1.333,1.0552288,1.0515,1.2031300067901611,0.86275,0.90588
4630,3.0,1.3,817,0.6573567491953287,1.0,1.327,1.4381336,1.54331,1.475,1.6140857,1.3644871711730957,1.5658678999999998,1.335578,1.5334,1.5928288,1.5314,1.53532075881958,1.49115,1.42777
4631,1.0,0.15000000000000002,836,1.5531023459156714,10.0,0.112,0.1677696,0.17191,0.1,0.19565925,0.2099396288394928,0.22160387,0.350773,0.16894,0.17103481,0.18085,0.2117256373167038,0.77993,-0.0115
4632,2.0,1.55,362,0.8532315030338813,2.0,1.661,1.693323,1.64859,1.625,1.5987736,1.5595978498458862,1.6512055,1.589968,1.6817,1.6064668,1.6201,1.7871079444885254,1.5301,1.53653
4633,2.0,1.35,636,0.09878577487398596,2.0,1.386,1.3719158,1.4046,1.325,1.4635196,1.303020715713501,1.5101804,1.386212,1.2233,1.3991965,1.3374,1.5802592039108276,1.46735,1.26763
4634,3.0,1.1,432,-1.4726914577858348,10.0,1.103,1.1507189,1.14263,1.075,1.135252,1.2126585245132446,1.1816792,1.331677,1.0797,1.2108053,1.0834,1.4794920682907104,1.6294,1.33865
4635,4.0,0.7000000000000001,541,0.5806216312095713,1.0,0.629,0.7018812,0.6853,0.55,0.7903822,0.4992671906948089,0.66139984,0.681014,0.71103,1.0075053,0.77192,1.061702013015747,0.76909,0.65106
4636,1.0,0.05,878,-1.263544878665975,2.0,0.102,0.17135921,0.17366,0.1,0.1594739,0.2100814431905746,0.16617882,0.34113,0.19418,0.15816617,0.046188,1.05,0.61146,0.00227
4637,2.0,0.4,406,0.9320406198982668,1.0,0.301,0.35281527,0.28666,0.3,0.46979144,0.2593583464622497,0.3716368,0.57939,0.42353,0.35789979,0.36512,0.890825629234314,0.8343,0.28201
4638,4.0,0.25,116,0.7202856575186435,2.0,0.453,0.29943058,0.26747,0.15,0.41749042,0.3263188004493713,0.2620731,0.972867,0.39857,0.5973358,0.84313,0.9274697303771972,1.07875,1.03274
4639,4.0,1.4000000000000001,977,1.5987132977615048,2.0,1.429,1.4252721,1.42981,1.375,1.5487018,1.1345741748809814,1.2411871,0.826451,0.9967,0.94854987,1.0177,1.0,1.29941,0.70021
4640,2.0,1.2000000000000002,884,-1.4154302380369292,10.0,1.135,1.1203974,1.17038,1.125,1.1216177,0.8629354238510132,1.206181,1.240673,1.252,1.125017,1.1748,1.2295222282409668,1.04147,1.10131
4641,4.0,1.9500000000000002,452,1.3425795662882984,10.0,1.886,1.8518664,1.86998,1.925,1.9715408,1.7784717082977295,1.6691504,1.608866,1.6136,0.8288087,0.97538,1.5824601650238037,1.28653,0.86409
4642,4.0,1.05,10,-0.12289117387906406,2.0,0.41,0.64983726,0.50649,0.8,1.0560219,0.9075196981430054,0.7556935,1.020306,0.46336,0.956612,0.98433,0.2484844774007797,0.875,0.02921
4643,4.0,1.2000000000000002,765,0.7594108375293538,1.0,1.244,1.2277545,1.31127,1.225,1.5020883,1.108313798904419,0.93532187,1.295672,1.1187,1.1731685,1.2009,1.1729915142059326,1.29947,0.79642
4644,2.0,1.6500000000000001,956,-1.8744758980541163,1.0,1.654,1.5984491,1.57339,1.525,1.6377728,1.4456470012664795,1.5173792,1.570285,1.7501,1.5172068,1.4271,1.6224334239959717,1.68042,1.56182
4645,4.0,1.9500000000000002,383,0.9191290357005232,2.0,1.912,1.9137883,1.93044,1.925,1.9505788,1.8047430515289309,1.7216648,1.645279,1.8771,1.0821556,0.80855,1.7973973751068115,1.28206,0.85281
4646,3.0,1.9000000000000001,464,0.8575408430657712,10.0,1.876,1.8652748,1.83817,1.875,1.8454995,1.796738624572754,1.6400467,1.584753,1.8922,1.7909969,1.8014,1.7915639877319336,1.36425,1.58815
4647,4.0,2.0,446,-0.48067429190395977,10.0,1.941,1.8994206,1.92455,1.925,1.8341025,1.7237603664398191,1.7834816999999998,1.627953,1.9095,0.6858792,0.80064,1.5635440349578855,1.47016,0.7196
4648,1.0,0.15000000000000002,403,-1.752024652814817,2.0,0.115,0.17310277,0.19239,0.1,0.18107086,0.2170161753892898,0.18571675,0.345922,0.19294,0.17103481,0.075354,0.280158519744873,0.7089,0.00299
4649,2.0,1.05,495,-1.0124028363929005,10.0,1.103,1.122365,1.21579,1.125,1.3017743,1.028131365776062,1.266787,1.325509,1.0849,1.2461987,1.2126,1.3521099090576172,1.3262,1.18511
4650,0.0,0.25,486,-0.0500223944904353,10.0,0.244,0.36373585,0.26646,0.25,0.2641862,0.3470087647438049,0.27271086,0.410602,0.19426,0.28019142,0.40485,0.2562529146671295,0.29565,0.05158
4651,3.0,1.5000000000000002,735,0.4413671636865775,10.0,1.582,1.6032113,1.61212,1.675,1.5582156,1.528980374336243,1.5108414,1.363381,1.4099,1.577658,1.5197,1.606594443321228,1.46199,1.42211
4652,2.0,0.8500000000000001,975,0.4621922401389094,1.0,0.8,0.7716821,0.8283,0.9,1.0327622,0.7526301145553589,0.8085729,0.947458,0.65812,1.1928127,1.1299,0.9357694387435912,0.9352,0.76201
4653,0.0,0.45,27,-0.9044731888981613,1.0,1.104,0.96355975,0.94522,1.15,1.1881304,1.46095609664917,1.0100268,1.477073,0.93482,0.8029016,1.1451,1.05,0.875,0.97621
4654,4.0,0.15000000000000002,366,-0.3407858620034514,1.0,0.371,0.33520502,0.32286,0.35,0.6332102,0.3872480392456054,0.297723,0.648588,0.49217,1.1221555,0.95684,0.5969573855400085,0.64154,0.90749
4655,2.0,0.55,336,1.9994971212897226,1.0,0.54,0.4948288,0.47119,0.4,1.1366546,0.2815258800983429,0.69556624,0.692581,0.74598,0.8698398,0.83436,1.5400149822235107,0.69911,0.39307
4656,2.0,1.05,473,0.31629418578905305,10.0,0.981,0.94706744,0.91439,0.95,1.1569537,0.741919755935669,1.0542396,1.059299,0.80545,1.1306494,1.1033,1.4381698369979858,0.92424,1.01991
4657,0.0,0.05,643,-0.5154061968010675,1.0,1.213,1.198179,1.15315,1.075,1.4307172,1.2463669776916504,1.18396,1.120629,0.64649,1.0016512,1.1295,1.2976869344711304,0.96892,0.71872
4658,2.0,1.2500000000000002,861,0.12922905020221626,10.0,1.045,1.2254333,1.14479,1.125,1.137599,0.8903899192810059,1.2035903,0.915366,0.60754,1.224516,1.1806,1.0,0.87699,1.03217
4659,3.0,1.0,305,0.5081288818983042,10.0,1.128,1.1683275,1.1734,1.075,1.2754444,1.2245125770568848,1.2320155000000002,1.350186,1.1915,1.2575173,1.0807,1.4993056058883667,1.15276,1.34266
4660,4.0,0.55,715,1.2700760029239437,1.0,0.491,0.5992824,0.52804,0.55,0.69983137,0.5131968855857849,0.61995757,0.624463,0.6847,0.99367124,0.98328,0.5619539618492126,0.70132,0.97252
4661,4.0,1.1,453,-1.4659709154108143,2.0,1.084,1.184092,1.3008,1.125,1.4010644,1.2127735614776611,1.0468163,1.260889,1.2076,1.0826101,1.1981,1.5020995140075684,1.01788,1.03993
4662,4.0,1.6500000000000001,160,0.42833636054129526,1.0,1.525,0.9360818,1.28501,1.525,1.8954674,0.8545488715171814,1.533614,1.045008,1.7254,0.90136397,0.91852,1.620349407196045,1.0471,0.40169
4663,0.0,0.9000000000000001,400,-0.31121416690241743,2.0,0.629,0.73036975,0.68813,0.8,0.66858417,0.5861512422561646,0.4085062,0.538898,0.96711,0.89058405,0.82142,0.6985127329826355,0.67211,0.73162
4664,4.0,1.8,350,-0.8781801536968478,10.0,1.793,1.7519716,1.7107,1.525,1.6620297,1.8314708471298216,1.6397616999999998,1.579594,1.6996,1.1012328,1.0651,1.707422971725464,1.27446,0.86331
4665,3.0,1.05,828,0.02048174919517797,10.0,1.161,1.164062,1.16018,1.075,1.1802812,1.5524334907531738,1.2581445,1.275307,1.2363,1.2257735,1.1919,1.3463338613510132,1.42028,1.22864
4666,4.0,0.3,156,0.08134902415363644,2.0,0.324,0.7200577,0.51305,0.45,0.7436221,0.7700163125991821,0.36364484,0.752043,0.51593,0.9102311,1.0932,1.357866287231445,0.77599,1.15122
4667,2.0,0.6000000000000001,870,0.036365381615235746,2.0,0.548,0.5858104,0.57897,0.6,0.6064588,0.9116345643997192,0.6643629,0.597121,0.63721,0.5379111,0.8756,0.6494726538658142,0.82659,0.46906
4668,4.0,1.6,743,-1.176526428934529,10.0,1.645,1.5441896,1.68355,1.725,1.7368593,1.7290713787078855,1.7516919999999998,1.544532,1.5849,1.196906,0.99239,1.7562060356140137,1.76038,1.02811
4669,2.0,1.7000000000000002,218,-1.470228731452623,2.0,1.743,1.6307845,1.73682,1.725,1.6997758,1.4893555641174316,1.6803548,1.596005,1.487,1.551846,1.5759,1.79694402217865,1.51993,1.50473
4670,0.0,0.3,463,-1.1024694682205591,2.0,0.56,0.41742697,0.53377,0.4,0.66211176,0.5009516477584839,0.61615574,0.488551,1.4061,0.40844595,0.3832,1.05,0.97466,0.74084
4671,0.0,0.7000000000000001,387,-0.06273890026088534,1.0,0.609,0.61774755,0.69474,0.75,0.942021,0.637085497379303,0.7265079000000001,0.73816,0.74115,1.1984763,1.1119,0.9721748232841492,1.05752,0.68848
4672,1.0,0.9500000000000001,39,1.352779866607161,2.0,0.757,0.6442213,0.67342,0.85,0.8364068,0.6748748421669006,0.67067647,0.838515,1.1475,0.68565017,0.76898,1.05,0.79943,0.40238
4673,0.0,0.3,872,-0.1500354913445812,10.0,0.291,0.2968156,0.27063,0.3,0.2641862,0.2409740984439849,0.34415865,0.43434,0.68406,0.35712832,0.32106,0.3665058612823486,0.93457,0.7079
4674,0.0,0.45,186,2.8344590827324714,10.0,0.279,0.34843037,0.38727,0.2,0.2641862,0.3371039032936096,0.29025495,0.422513,0.45619,0.29610044,0.59453,1.05,0.51782,0.32146
4675,4.0,1.2000000000000002,415,-1.7124401330795371,1.0,0.889,0.8316439,1.00073,0.95,1.3060966,0.9469072818756104,0.7548288000000001,1.182168,0.81658,1.0434587,1.0769,1.3294717073440552,0.5925,0.67913
4676,2.0,0.8500000000000001,124,-0.32337269299802157,10.0,0.889,0.8868023,0.84413,0.9,1.0527352,0.7669792175292969,0.8572076999999999,1.357974,0.95473,1.0153419,0.90378,1.3048473596572876,1.05604,0.76595
4677,4.0,1.4000000000000001,188,-0.8234818126601746,1.0,1.112,0.98049384,0.83438,0.95,1.3160305,0.7879561185836792,0.76830465,1.249609,0.91871,1.3537489,0.90957,1.3606455326080322,0.65254,0.68922
