,model1,model2,alpha1,alpha2,change_point,eduN_cp,eduN_m1,eduN_a1,eduN_m2,eduN_a2,BIT_cp,BIT_m1,BIT_a1,BIT_m2,BIT_a2
5061,3.0,2.0,1.1,1.25,156.0,124.25966000000001,0.0,1.04544,2.0,1.27061,151.0,3.0,1.7852,2.0,1.4209
5062,0.0,2.0,0.6,0.9,68.0,68.80448,0.0,0.83535,4.0,0.84825,68.0,1.0,0.7528600000000001,2.0,1.034
5063,4.0,0.0,1.65,0.9,157.0,155.34093000000001,4.0,1.6425400000000001,0.0,0.91099,157.0,4.0,1.5841,4.0,0.8550399999999999
5064,2.0,3.0,1.9,1.85,182.0,119.22243999999999,2.0,1.6713,3.0,1.3867,182.0,2.0,1.94,2.0,1.9968
5065,0.0,4.0,0.45,0.9,116.0,119.77641000000001,0.0,0.53894,4.0,0.79122,116.0,3.0,0.68725,2.0,0.9962700000000001
5066,0.0,3.0,0.25,1.95,195.0,195.44958,4.0,0.36696,3.0,1.22356,3.0,1.0,0.7528100000000001,0.0,0.28223000000000004
5067,0.0,4.0,1.0,0.2,188.0,189.75817,1.0,0.66656,1.0,0.6826300000000001,188.0,1.0,0.7416699999999999,4.0,1.6692
5068,2.0,3.0,1.05,1.8,51.0,58.43486,0.0,0.9426399999999999,2.0,1.46478,51.0,3.0,1.5422,3.0,1.5422
5069,2.0,4.0,1.55,1.2,133.0,131.2945,2.0,1.44434,4.0,1.01702,133.0,2.0,1.5211,2.0,1.2337
5070,2.0,1.0,1.85,0.35,138.0,136.56252,2.0,1.88473,1.0,0.48543000000000003,138.0,2.0,1.828,0.0,0.20878000000000002
5071,2.0,0.0,0.15,0.7,181.0,181.00783,2.0,0.25237,1.0,0.63336,181.0,2.0,0.22785,1.0,0.54942
5072,3.0,3.0,1.75,2.0,23.0,76.11525999999999,3.0,1.10283,3.0,1.5060200000000001,23.0,3.0,1.7831,3.0,1.7831
5073,4.0,0.0,1.75,0.8,87.0,105.72272,0.0,0.94873,0.0,0.56324,178.0,3.0,0.39924,0.0,0.58999
5074,2.0,0.0,0.8,0.6,155.0,136.85922,4.0,1.0725200000000001,0.0,0.8547799999999999,155.0,2.0,0.91951,4.0,0.62683
5075,3.0,0.0,1.35,0.85,157.0,163.31546,3.0,1.36402,1.0,0.76742,157.0,2.0,1.5624,0.0,0.56082
5076,0.0,0.0,1.0,0.1,147.0,150.67943,0.0,0.79506,0.0,0.78808,147.0,1.0,0.94663,4.0,1.3826
5077,2.0,0.0,0.5,0.3,36.0,34.85836,2.0,0.64322,4.0,0.8614200000000001,36.0,3.0,1.0467,3.0,1.0467
5078,1.0,2.0,0.35,0.05,133.0,131.09853999999999,1.0,0.70932,1.0,0.42973,133.0,3.0,0.75647,2.0,0.13172999999999999
5079,2.0,2.0,0.25,1.05,90.0,65.02919,2.0,0.56977,4.0,0.95068,90.0,2.0,0.45658000000000004,4.0,0.9798600000000001
5080,0.0,1.0,0.15,0.2,17.0,15.45217,4.0,0.9958799999999999,1.0,0.27678,17.0,2.0,0.88894,2.0,0.06575700000000001
5081,4.0,4.0,2.0,1.1,169.0,154.12036,4.0,1.65757,4.0,1.0193,169.0,4.0,1.7935,1.0,0.88671
5082,0.0,2.0,0.75,0.3,169.0,172.45246,0.0,0.85588,1.0,0.50597,169.0,4.0,0.97236,2.0,0.33892
5083,2.0,4.0,0.85,1.15,164.0,195.66888,2.0,0.76727,4.0,1.04035,197.0,2.0,0.79796,0.0,0.8279299999999999
5084,0.0,1.0,0.8,0.6,131.0,145.59353000000002,0.0,0.7794300000000001,0.0,0.5848899999999999,180.0,0.0,0.47691999999999996,1.0,0.60873
5085,2.0,3.0,1.7,1.55,128.0,143.87748,2.0,1.01816,3.0,1.5977299999999999,128.0,2.0,1.6235,2.0,1.8748
5086,3.0,1.0,1.8,0.15,165.0,163.47817,2.0,1.57605,1.0,0.41303,165.0,3.0,1.2274,1.0,0.16262000000000001
5087,3.0,3.0,1.7,1.1,100.0,111.0883,3.0,1.62476,3.0,1.3838700000000002,100.0,3.0,1.454,3.0,1.454
5088,4.0,3.0,1.2,1.0,39.0,40.72003,4.0,0.92627,4.0,1.0607,39.0,1.0,0.77522,2.0,1.2741
5089,2.0,4.0,1.8,0.6,63.0,62.936280000000004,2.0,1.59504,4.0,0.904,63.0,2.0,1.9078,2.0,1.1647
5090,0.0,0.0,0.1,0.2,152.0,152.96673,0.0,0.50583,4.0,0.79898,152.0,0.0,0.40844,4.0,1.4499
5091,0.0,0.0,0.05,0.45,27.0,22.47419,1.0,0.71472,0.0,0.40749,33.0,0.0,0.16713,2.0,0.1399
5092,0.0,4.0,0.8,0.8,80.0,60.66564,4.0,0.9203100000000001,4.0,0.92961,79.0,4.0,1.2728,2.0,1.0587
5093,3.0,0.0,1.3,1.0,149.0,131.3274,3.0,1.58405,0.0,0.77498,149.0,2.0,1.6287,1.0,0.8523200000000001
5094,1.0,0.0,0.05,0.2,170.0,170.84457,1.0,0.21906,1.0,0.61193,170.0,1.0,0.14498,0.0,0.49333
5095,1.0,0.0,0.4,0.6,116.0,119.03187,0.0,0.36867,0.0,0.8912399999999999,116.0,3.0,0.92729,3.0,0.92729
5096,1.0,4.0,0.65,0.6,100.0,100.43904,1.0,0.53606,4.0,0.9379700000000001,100.0,0.0,0.5632199999999999,2.0,0.95576
5097,0.0,3.0,0.45,1.6,98.0,96.95568,1.0,0.7108899999999999,2.0,1.3205799999999999,96.0,0.0,0.33605999999999997,2.0,1.5611
5098,2.0,4.0,0.05,1.4,182.0,181.32282,1.0,0.24906999999999999,2.0,1.08595,181.0,1.0,0.22988000000000003,2.0,1.0182
5099,2.0,3.0,1.05,1.2,34.0,34.26603,0.0,0.90494,3.0,0.95694,34.0,3.0,1.067,3.0,1.067
5100,1.0,2.0,0.2,1.7,76.0,78.92693,1.0,0.57195,2.0,1.6785700000000001,76.0,1.0,0.15745,2.0,1.8052
5101,0.0,2.0,0.8,1.2,188.0,69.50761999999999,0.0,0.86445,0.0,0.85146,191.0,1.0,0.98488,2.0,1.0494
5102,2.0,3.0,0.2,1.35,117.0,117.04687,2.0,0.3411,3.0,1.21545,118.0,3.0,1.1262,3.0,1.1262
5103,2.0,4.0,0.2,1.4,148.0,149.9759,2.0,0.26408000000000004,4.0,0.8721200000000001,148.0,2.0,0.295,0.0,0.73164
5104,0.0,2.0,0.75,0.1,60.0,46.55755,0.0,0.54914,1.0,0.35806,60.0,0.0,0.53672,0.0,0.33788
5105,0.0,1.0,0.6,0.8,59.0,56.73692,0.0,0.77148,1.0,0.3885,59.0,4.0,0.40058,1.0,0.15012
5106,0.0,1.0,0.4,0.55,94.0,100.48159,0.0,0.54795,1.0,0.5836399999999999,27.0,3.0,0.91066,3.0,0.91066
5107,2.0,2.0,0.25,0.5,133.0,145.84439,2.0,0.26750999999999997,4.0,0.8463,133.0,2.0,0.23243000000000003,2.0,0.71222
5108,2.0,4.0,1.5,1.3,53.0,80.56196,2.0,1.1795200000000001,4.0,1.15049,2.0,4.0,0.6894,4.0,1.245
5109,0.0,3.0,0.35,1.3,22.0,19.01964,0.0,0.67792,3.0,1.51955,18.0,3.0,1.3694,3.0,1.3694
5110,3.0,3.0,1.1,1.55,134.0,151.74239,2.0,1.06379,2.0,1.03551,134.0,3.0,1.2233,2.0,1.4432
5111,1.0,0.0,0.45,0.15,56.0,53.034780000000005,1.0,0.62427,4.0,0.8533299999999999,35.0,0.0,0.45193,0.0,0.7155199999999999
5112,0.0,0.0,0.55,0.35,49.0,41.23362,0.0,0.45024,1.0,0.32829,47.0,3.0,0.39334,2.0,0.062921
5113,3.0,2.0,1.6,0.45,129.0,132.7875,3.0,1.57355,4.0,0.81805,129.0,3.0,1.7117,2.0,0.61153
5114,0.0,1.0,0.55,0.45,197.0,70.49073,1.0,0.64568,1.0,0.60731,57.0,0.0,0.49787,0.0,0.32495
5115,2.0,1.0,0.6,0.15,199.0,73.33117,2.0,0.83544,2.0,0.79128,4.0,0.0,0.68495,2.0,0.58492
5116,1.0,4.0,0.4,1.65,33.0,34.799890000000005,1.0,0.5507,4.0,1.01037,33.0,4.0,0.47648999999999997,4.0,1.3758
5117,3.0,3.0,1.6,1.95,41.0,68.7327,3.0,1.21261,3.0,1.6554099999999998,41.0,2.0,1.4976,2.0,1.9583
5118,1.0,1.0,0.7,0.65,168.0,163.43646999999999,1.0,0.59645,1.0,0.5103,168.0,1.0,0.67825,0.0,0.2053
5119,1.0,0.0,0.25,0.4,129.0,128.86887,1.0,0.40958,4.0,0.86587,129.0,1.0,0.16693,2.0,0.68056
5120,4.0,4.0,0.7,1.15,163.0,125.23236000000001,0.0,0.9078,2.0,1.10467,163.0,4.0,0.80712,2.0,1.3221
5121,1.0,0.0,0.6,0.1,91.0,93.81133,0.0,0.32703000000000004,1.0,0.447,91.0,0.0,0.17323,2.0,0.5474899999999999
5122,4.0,2.0,1.1,1.6,33.0,23.92932,2.0,0.91312,2.0,1.35671,33.0,2.0,1.261,2.0,1.5631
5123,2.0,3.0,1.55,1.9,166.0,111.48978999999999,2.0,1.5291700000000001,3.0,1.53726,165.0,2.0,1.6132,2.0,1.9996
5124,0.0,3.0,0.15,1.05,37.0,23.95093,4.0,0.9773700000000001,3.0,1.24098,37.0,3.0,1.2123,3.0,1.2123
5125,3.0,2.0,1.25,0.75,116.0,65.70226,2.0,1.01955,4.0,0.6905600000000001,119.0,3.0,1.555,2.0,0.76246
5126,1.0,3.0,0.15,1.7,42.0,42.851290000000006,1.0,0.37254,3.0,1.37532,42.0,1.0,0.17607,2.0,1.6856
5127,1.0,0.0,0.9,0.9,148.0,146.62659,1.0,0.77355,4.0,0.84685,148.0,1.0,0.8056300000000001,2.0,0.9374299999999999
5128,2.0,4.0,0.35,1.9,89.0,92.93425,2.0,0.71608,4.0,0.96491,89.0,2.0,0.42775,4.0,1.1231
5129,2.0,1.0,1.45,0.9,154.0,159.82692,2.0,1.5014299999999998,1.0,0.75495,154.0,2.0,1.5943,0.0,0.13003
5130,1.0,4.0,0.7,1.05,55.0,50.97022,1.0,0.51639,4.0,0.9434799999999999,55.0,0.0,0.5904,1.0,0.9015200000000001
5131,4.0,4.0,1.8,0.5,135.0,138.09063999999998,4.0,1.71164,4.0,0.83404,135.0,4.0,1.874,1.0,0.8286600000000001
5132,1.0,2.0,0.3,0.05,112.0,117.26697,1.0,0.41831,1.0,0.3496,5.0,1.0,0.60015,1.0,0.20767
5133,2.0,0.0,1.95,0.5,102.0,100.06688,2.0,1.43678,2.0,0.5937600000000001,102.0,2.0,1.8362,1.0,0.55038
5134,3.0,0.0,1.7,0.1,22.0,22.54113,3.0,1.08992,4.0,0.77265,22.0,2.0,1.7165,4.0,1.0187
5135,4.0,0.0,0.7,0.3,11.0,14.48998,0.0,0.78562,1.0,0.43804,34.0,0.0,0.51254,0.0,0.18384
5136,2.0,3.0,0.2,1.35,86.0,86.68281999999999,1.0,0.44982,3.0,1.72227,86.0,3.0,1.7026,3.0,1.7026
5137,1.0,1.0,1.0,0.55,132.0,129.7463,1.0,0.57763,1.0,0.36954000000000004,132.0,1.0,0.30793000000000004,1.0,0.18519000000000002
5138,1.0,4.0,0.65,0.45,2.0,6.12142,4.0,0.58007,4.0,0.82235,2.0,1.0,0.6610699999999999,4.0,0.5079899999999999
5139,1.0,1.0,0.4,0.55,80.0,100.90116,1.0,0.48372,1.0,0.45574,91.0,3.0,0.29399000000000003,0.0,0.14864000000000002
5140,3.0,3.0,1.35,1.25,152.0,151.78316999999998,2.0,1.45759,3.0,1.3252700000000002,152.0,3.0,1.105,2.0,1.9783
5141,1.0,1.0,0.55,0.3,35.0,36.85282,1.0,0.45632,1.0,0.30909000000000003,35.0,1.0,0.34078,0.0,0.18696
5142,3.0,3.0,1.4,1.1,189.0,126.39851999999999,3.0,1.70366,2.0,1.32236,189.0,3.0,1.6601,2.0,1.3354
5143,1.0,1.0,0.95,0.55,20.0,18.23253,1.0,0.68897,1.0,0.31177,20.0,1.0,0.55707,0.0,0.21170999999999998
5144,3.0,0.0,1.45,0.8,27.0,28.26213,4.0,1.25125,0.0,1.0264,27.0,2.0,1.4113,4.0,1.1861
5145,4.0,4.0,0.4,0.85,196.0,73.75164000000001,4.0,0.78755,4.0,0.76094,196.0,4.0,0.6501,2.0,0.8293799999999999
5146,0.0,3.0,0.95,1.4,155.0,161.55908,0.0,0.74353,2.0,1.51615,159.0,0.0,0.5188,2.0,1.6565
5147,3.0,4.0,1.35,1.1,108.0,107.96308,2.0,1.58125,4.0,0.80491,108.0,2.0,1.621,4.0,0.8301700000000001
5148,2.0,0.0,0.6,0.9,69.0,53.669880000000006,4.0,0.83309,0.0,0.92819,68.0,2.0,0.64057,4.0,1.0397
5149,0.0,1.0,0.6,0.6,103.0,103.98865,4.0,0.8230299999999999,1.0,0.53923,138.0,1.0,0.96739,0.0,0.7054199999999999
5150,4.0,4.0,1.8,1.05,52.0,53.73535,2.0,0.8318200000000001,4.0,0.8195600000000001,52.0,4.0,1.5217,2.0,1.0566
5151,3.0,2.0,1.25,1.65,39.0,15.47175,3.0,1.1957200000000001,2.0,1.6594900000000001,11.0,2.0,1.575,2.0,1.7033
5152,4.0,4.0,1.6,1.3,96.0,63.4345,4.0,1.45307,4.0,1.11036,96.0,4.0,1.6329,2.0,0.88705
5153,0.0,4.0,1.0,1.7,49.0,50.7004,1.0,0.58119,4.0,0.9705600000000001,42.0,1.0,0.55393,4.0,0.38943
5154,4.0,4.0,1.2,1.6,172.0,116.47013999999999,4.0,1.04424,0.0,0.8365299999999999,172.0,4.0,1.1975,0.0,0.9298799999999999
5155,4.0,3.0,1.8,1.05,57.0,56.577040000000004,2.0,0.95406,2.0,1.16662,57.0,3.0,1.1196,3.0,1.1196
5156,2.0,0.0,1.9,0.4,180.0,181.20713999999998,2.0,1.82575,1.0,0.66463,180.0,2.0,1.8508,0.0,0.21541
5157,3.0,2.0,1.95,0.4,171.0,167.62743999999998,3.0,1.8400400000000001,2.0,0.8525299999999999,171.0,3.0,1.8952,0.0,0.64208
5158,3.0,2.0,1.35,0.65,160.0,155.8315,2.0,1.1098,4.0,0.80696,160.0,2.0,1.3757,1.0,0.6064
5159,3.0,0.0,1.7,0.45,171.0,174.67836,3.0,1.4894100000000001,3.0,0.60147,68.0,3.0,1.74,3.0,1.74
5160,2.0,2.0,0.8,0.85,178.0,176.81407,0.0,0.7781100000000001,0.0,0.9448200000000001,179.0,2.0,0.7732899999999999,4.0,0.9344399999999999
5161,4.0,2.0,0.5,1.05,43.0,34.232690000000005,4.0,1.00944,4.0,0.94065,43.0,4.0,0.6876399999999999,2.0,0.9752
5162,4.0,0.0,0.35,0.5,36.0,34.46102,4.0,0.8515299999999999,2.0,0.79387,36.0,3.0,0.36478,3.0,0.36478
5163,4.0,4.0,0.65,0.1,81.0,74.0451,4.0,0.68002,2.0,0.7815,81.0,4.0,0.5905100000000001,2.0,1.3256
5164,0.0,4.0,0.65,0.55,158.0,160.49053999999998,0.0,0.82726,4.0,0.80175,158.0,0.0,0.43561000000000005,2.0,1.5611
5165,3.0,2.0,1.25,0.5,32.0,29.39795,0.0,0.99374,2.0,0.4112,32.0,2.0,1.3557,2.0,0.34725
5166,2.0,0.0,1.2,0.25,192.0,129.63834,4.0,1.10354,1.0,0.75779,192.0,2.0,1.2355,0.0,0.9636100000000001
5167,3.0,1.0,1.15,0.75,135.0,128.90153,2.0,1.23419,1.0,0.41618,135.0,2.0,1.5308,0.0,0.2366
5168,3.0,4.0,1.75,0.9,95.0,97.46406,3.0,1.51855,4.0,0.7801100000000001,95.0,2.0,1.7015,1.0,0.80018
5169,4.0,2.0,1.45,0.7,37.0,18.8407,4.0,0.9467899999999999,4.0,0.8881399999999999,37.0,2.0,1.1897,4.0,0.9943799999999999
5170,0.0,1.0,0.5,0.45,196.0,78.4497,4.0,0.60119,4.0,0.71729,29.0,1.0,0.8827200000000001,2.0,1.0377
5171,4.0,0.0,1.45,0.7,155.0,109.92165,4.0,1.05579,4.0,0.94345,167.0,4.0,1.2841,1.0,0.88007
5172,2.0,4.0,0.65,0.9,107.0,109.43908,2.0,0.75727,4.0,0.8294299999999999,107.0,2.0,0.54245,4.0,0.94257
5173,4.0,2.0,0.75,0.5,7.0,7.888330000000001,0.0,0.7177399999999999,2.0,0.65063,8.0,1.0,0.83468,1.0,0.36022
5174,2.0,4.0,0.7,1.1,22.0,12.53306,2.0,0.7531,4.0,0.8982100000000001,22.0,2.0,0.41043999999999997,4.0,1.0407
5175,1.0,2.0,0.75,0.7,135.0,131.59503999999998,1.0,0.43393999999999994,4.0,0.79804,2.0,4.0,0.68881,0.0,0.31196
5176,4.0,4.0,0.9,1.0,29.0,29.611359999999998,0.0,0.83514,2.0,0.64969,29.0,2.0,0.98555,4.0,0.9161100000000001
5177,1.0,4.0,0.4,1.0,164.0,164.57623,1.0,0.42244,4.0,1.03615,163.0,0.0,0.42228000000000004,1.0,0.74355
5178,2.0,3.0,1.55,1.05,82.0,115.89451000000001,2.0,1.27424,2.0,1.4788,82.0,3.0,1.391,3.0,1.391
5179,3.0,2.0,1.0,0.25,132.0,130.85578,2.0,1.5560399999999999,2.0,0.54255,132.0,2.0,1.5038,2.0,0.43638999999999994
5180,1.0,1.0,0.75,0.55,115.0,117.22192,1.0,0.69505,1.0,0.43057,115.0,3.0,0.45291000000000003,1.0,0.21595
5181,1.0,1.0,0.15,0.8,159.0,176.60525,1.0,0.54977,1.0,0.71534,159.0,0.0,0.4895,0.0,0.3935
5182,1.0,3.0,0.85,1.45,3.0,53.35614,1.0,0.9155,3.0,1.6107799999999999,3.0,3.0,1.2837,3.0,1.2837
5183,2.0,3.0,0.95,1.85,99.0,99.16686,4.0,0.96454,3.0,1.51345,99.0,4.0,1.0573,2.0,1.8291
5184,2.0,0.0,0.05,0.9,189.0,190.07575,1.0,0.26275,1.0,0.78573,189.0,0.0,0.15883,1.0,0.69082
5185,0.0,1.0,0.75,0.65,63.0,62.22105,0.0,0.89751,1.0,0.55683,69.0,4.0,0.61927,0.0,0.42558999999999997
5186,0.0,2.0,0.35,1.45,95.0,80.67239000000001,0.0,0.65105,2.0,1.2956299999999998,95.0,3.0,0.50025,2.0,1.4624
5187,2.0,2.0,1.4,1.35,171.0,64.3931,2.0,1.1273600000000001,2.0,1.08525,7.0,4.0,1.2085,2.0,1.3842
5188,1.0,3.0,0.75,1.25,95.0,99.60695,1.0,0.72604,2.0,1.1932200000000002,95.0,3.0,0.91025,2.0,1.5283
5189,4.0,0.0,0.85,0.7,135.0,144.18648000000002,4.0,0.82591,0.0,0.90145,135.0,4.0,0.9303799999999999,4.0,0.62155
5190,0.0,4.0,0.35,0.3,180.0,182.05288000000002,0.0,0.46731999999999996,1.0,0.65546,180.0,0.0,0.4829,4.0,1.5077
5191,0.0,2.0,0.8,0.45,199.0,19.675,0.0,0.96286,4.0,0.67607,195.0,1.0,0.95055,1.0,0.67511
5192,3.0,1.0,1.15,0.55,41.0,44.937940000000005,4.0,1.11799,1.0,0.5342100000000001,175.0,0.0,0.49698000000000003,1.0,0.4862
5193,0.0,2.0,0.8,0.7,44.0,39.01509,0.0,0.8717799999999999,2.0,0.6895100000000001,44.0,4.0,0.9961700000000001,2.0,0.56779
5194,3.0,3.0,1.05,1.25,148.0,148.38197,2.0,1.1103100000000001,3.0,1.2380799999999998,148.0,3.0,1.2168,2.0,1.6128
5195,3.0,0.0,1.3,0.75,62.0,65.3223,2.0,1.2797399999999999,0.0,0.5187,71.0,2.0,1.4254,4.0,0.34874
5196,2.0,0.0,0.7,0.7,115.0,117.81759,2.0,0.68233,0.0,0.84275,115.0,4.0,0.8906700000000001,0.0,0.3943
5197,0.0,0.0,0.95,0.15,16.0,12.179730000000001,0.0,0.71218,0.0,0.9618200000000001,16.0,0.0,0.79514,1.0,0.9818100000000001
5198,3.0,4.0,1.55,0.8,179.0,174.71157,3.0,1.57023,2.0,0.8250700000000001,179.0,2.0,1.8052,4.0,1.1455
5199,3.0,2.0,1.7,0.75,51.0,41.54844,3.0,1.31065,4.0,0.60378,50.0,2.0,1.6905,2.0,0.85215
5200,0.0,2.0,0.35,0.7,190.0,120.72908000000001,0.0,0.9630700000000001,0.0,0.60322,89.0,4.0,1.2986,0.0,0.28623000000000004
5201,2.0,0.0,1.15,0.8,12.0,69.54783,0.0,0.79309,1.0,0.81675,12.0,2.0,0.96586,1.0,0.97725
5202,3.0,1.0,1.75,0.2,140.0,138.06962,2.0,1.63695,3.0,0.48976000000000003,140.0,3.0,1.5797,1.0,0.20008
5203,0.0,4.0,0.35,1.6,91.0,88.59605,2.0,0.2742,2.0,1.0711700000000002,88.0,2.0,0.25146999999999997,4.0,1.3471
5204,0.0,4.0,0.25,1.95,143.0,153.13249,0.0,0.80086,4.0,0.9412,143.0,4.0,0.94888,4.0,0.9354100000000001
5205,3.0,1.0,1.7,0.15,102.0,97.34371999999999,2.0,1.51058,1.0,0.44565,97.0,2.0,1.712,0.0,0.20428
5206,2.0,4.0,1.35,0.75,196.0,8.22918,2.0,1.23175,2.0,1.09724,196.0,2.0,1.3791,4.0,0.8349700000000001
5207,4.0,2.0,0.35,0.3,17.0,20.75884,2.0,0.88015,2.0,0.49546,17.0,2.0,1.2252,2.0,0.4317
5208,0.0,3.0,0.95,1.85,30.0,47.742779999999996,0.0,0.90785,3.0,1.6260700000000001,30.0,0.0,0.38227,2.0,1.9017
5209,3.0,0.0,2.0,0.65,102.0,101.80358000000001,3.0,1.8116599999999998,3.0,0.60659,102.0,3.0,1.9549,0.0,0.55116
5210,4.0,3.0,0.7,1.0,20.0,18.45117,2.0,0.89676,3.0,1.33635,20.0,3.0,1.4305,3.0,1.4305
5211,0.0,4.0,0.85,0.75,190.0,129.93427,0.0,0.67111,0.0,0.8615200000000001,190.0,0.0,0.53797,0.0,0.7046
5212,3.0,1.0,1.8,0.75,176.0,175.87637,3.0,1.6856200000000001,2.0,0.63029,176.0,3.0,1.5257,1.0,0.27568000000000004
5213,1.0,3.0,0.95,1.7,185.0,181.29311,1.0,0.91302,3.0,1.42603,185.0,1.0,0.95511,2.0,1.9162
5214,2.0,3.0,1.25,2.0,51.0,48.19997,2.0,0.9008,3.0,1.8662299999999998,51.0,2.0,1.2693,2.0,2.0
5215,0.0,2.0,0.15,1.15,74.0,76.10122,0.0,0.44406999999999996,2.0,0.94644,6.0,3.0,0.8473,3.0,0.8473
5216,3.0,2.0,1.4,1.65,138.0,91.19906999999999,0.0,0.90704,2.0,1.26443,140.0,2.0,1.6009,2.0,1.5361
5217,4.0,4.0,1.0,1.05,154.0,155.91487,0.0,0.84809,4.0,0.9333,154.0,4.0,0.9679700000000001,2.0,1.1019
5218,0.0,0.0,0.1,0.8,21.0,23.79567,4.0,0.92809,0.0,0.52305,21.0,1.0,0.87634,1.0,0.96615
5219,3.0,3.0,1.1,2.0,187.0,186.20215,3.0,1.2056,3.0,1.78626,187.0,3.0,1.16,2.0,2.0
5220,4.0,1.0,0.95,0.15,118.0,118.57077,2.0,0.9157700000000001,1.0,0.3927,118.0,1.0,0.98235,1.0,0.18353
5221,3.0,1.0,1.65,0.9,66.0,64.07892,3.0,1.6721,0.0,0.58249,68.0,2.0,1.7598,0.0,0.49854
5222,0.0,2.0,0.4,0.4,164.0,170.2291,1.0,0.49528,4.0,0.72377,37.0,1.0,0.75775,0.0,0.45986000000000005
5223,2.0,0.0,0.2,0.4,9.0,9.8696,4.0,0.8564,4.0,0.8163199999999999,9.0,3.0,0.70535,3.0,0.70535
5224,2.0,4.0,0.8,0.35,154.0,154.28713,2.0,0.73621,4.0,0.79593,154.0,4.0,0.8471,1.0,0.8317
5225,4.0,3.0,1.0,1.25,177.0,178.75263999999999,0.0,0.88145,2.0,1.12395,176.0,1.0,0.88449,2.0,1.4875
5226,4.0,2.0,0.3,0.9,150.0,68.17429,4.0,0.46723000000000003,4.0,0.73539,150.0,4.0,0.31938,1.0,0.86436
5227,4.0,0.0,0.6,0.5,196.0,133.99745,4.0,0.57086,4.0,0.74517,196.0,4.0,0.51362,1.0,0.70339
5228,2.0,3.0,0.7,1.9,163.0,167.55372,2.0,0.78069,3.0,1.13395,163.0,2.0,0.84336,2.0,1.8165
5229,4.0,2.0,1.3,0.55,163.0,161.4123,4.0,1.17121,0.0,0.54771,163.0,4.0,1.1774,1.0,0.44543999999999995
5230,3.0,4.0,1.85,1.05,168.0,168.31441999999998,2.0,1.4345700000000001,2.0,0.9647899999999999,168.0,2.0,1.6499,2.0,1.2507
5231,4.0,1.0,1.05,0.5,195.0,135.49067,4.0,1.07221,4.0,0.9216799999999999,1.0,0.0,0.7884800000000001,4.0,1.1398
5232,2.0,0.0,1.25,1.0,46.0,45.44915,4.0,0.7887,4.0,1.1392,46.0,4.0,0.89815,1.0,0.9822200000000001
5233,1.0,2.0,0.45,0.55,87.0,90.67324,1.0,0.50767,2.0,0.56137,88.0,0.0,0.3595,1.0,0.31824
5234,3.0,1.0,1.3,1.0,125.0,119.92751000000001,3.0,1.5835299999999999,1.0,0.38795,125.0,2.0,1.5858,0.0,0.204
5235,4.0,1.0,1.1,0.6,36.0,44.31364,4.0,0.99295,1.0,0.39286,38.0,4.0,1.0732,0.0,0.42823
5236,1.0,3.0,0.95,1.15,80.0,81.61823000000001,1.0,0.51464,2.0,1.1610200000000002,80.0,0.0,0.5683,2.0,1.3530000000000002
5237,2.0,0.0,0.05,0.55,21.0,40.78765,4.0,0.8302700000000001,0.0,0.79895,21.0,3.0,0.69231,3.0,0.69231
5238,0.0,3.0,0.3,1.0,62.0,63.61393,0.0,0.42203999999999997,2.0,1.18754,62.0,3.0,1.1349,3.0,1.1349
5239,2.0,3.0,0.55,1.4,47.0,49.87526,0.0,0.8628399999999999,2.0,1.24969,47.0,3.0,1.2355,3.0,1.2355
5240,3.0,2.0,1.6,0.9,184.0,164.54007,3.0,1.41396,2.0,1.08005,184.0,2.0,1.6325,0.0,0.8811700000000001
5241,4.0,3.0,1.75,1.85,142.0,140.93864,4.0,1.17344,3.0,1.73153,142.0,4.0,1.6052,2.0,1.9999
5242,1.0,0.0,0.5,0.15,7.0,73.48952,0.0,0.65204,1.0,0.42758,7.0,0.0,0.30403,1.0,0.1689
5243,4.0,0.0,1.25,1.0,59.0,55.83803,0.0,1.03326,1.0,1.17013,59.0,2.0,1.0433,1.0,0.9790399999999999
5244,3.0,1.0,1.2,1.0,77.0,77.71547,3.0,1.18225,1.0,0.69712,78.0,2.0,1.3401,1.0,0.8228
5245,2.0,2.0,1.45,0.95,120.0,115.75867,2.0,1.2868899999999999,4.0,0.80724,120.0,2.0,1.4753,4.0,0.7718
5246,1.0,0.0,0.3,0.5,197.0,130.00062,1.0,0.4149,1.0,0.72465,43.0,0.0,0.37606999999999996,0.0,0.51889
5247,3.0,1.0,1.75,0.7,46.0,54.436240000000005,2.0,1.44288,1.0,0.72848,75.0,3.0,1.0238,3.0,1.0238
5248,2.0,3.0,1.8,1.3,117.0,140.80741,2.0,1.63181,2.0,1.0054299999999998,117.0,2.0,1.8063,2.0,1.3359
5249,3.0,1.0,1.3,0.6,184.0,189.35467,2.0,1.40198,1.0,0.71799,184.0,3.0,1.2951,1.0,0.38433
5250,0.0,3.0,0.9,1.1,187.0,74.40861,0.0,0.92891,3.0,1.20993,187.0,3.0,1.0777,2.0,1.9985
5251,4.0,1.0,1.1,0.7,2.0,3.8987300000000005,1.0,0.73717,1.0,0.67706,174.0,3.0,1.0995,1.0,0.26835
5252,3.0,4.0,1.2,1.4,45.0,44.99811,4.0,0.9124700000000001,4.0,0.9577399999999999,45.0,2.0,1.2156,4.0,1.1339
5253,1.0,2.0,0.45,0.85,112.0,128.08936,1.0,0.54538,4.0,0.8614,111.0,0.0,0.57458,4.0,0.6996899999999999
