,model,alpha,length,diff_coef,loc_error,UCL,UCL_a,UCL_c,UCL_f,UCL_l,UCL_s,eduN,eduN_a,eduN_c,eduN_f,eduN_l,eduN_s,UPV-MAT,UPV-MAT_a,UPV-MAT_c,UPV-MAT_f,UPV-MAT_l,UPV-MAT_s,Erasmus MC,Erasmus MC_a,Erasmus MC_c,Erasmus MC_f,Erasmus MC_l,Erasmus MC_s,WUST ML A,WUST ML A_a,WUST ML A_c,WUST ML A_f,WUST ML A_l,WUST ML A_s,WUST ML B,WUST ML B_a,WUST ML B_c,WUST ML B_f,WUST ML B_l,WUST ML B_s,BIT,BIT_a,BIT_c,BIT_f,BIT_l,BIT_s
1781,1.0,0.3,465,-0.08036396026129573,1.33,1,0.0356,0.9644,0.0,0.0,0.0,1,0.1603,0.83929,2e-05,0.00039,1e-05,1,0.12,0.88,0.0,0.0,0.0,1,0.0377364344894886,0.9608086347579956,0.0007404513307847,0.0003551010449882,0.0003594181325752,1,0,1,0,0,0,1,0.018468900738008227,0.9581121504107089,1.791164760920259e-05,8.343262552623009e-06,0.023392693941121263,0,1.0,0.0,0.0,0.0,0.0
1782,0.0,0.5,419,-0.05536969821182609,4.67,0,1.0,0.0,0.0,0.0,0.0,0,0.7496,0.01169,0.10401,0.0,0.1347,0,1.0,0.0,0.0,0.0,0.0,0,0.9941845536231996,0.0023771505802869,0.0011555961100384,7.024863589322194e-05,0.00221240776591,0,1,0,0,0,0,0,0.907722262793404,0.004185494607000958,0.002084544483216275,0.0003993215351063317,0.08560837658127234,3,0.0,0.0,0.0,1.0,0.0
1783,0.0,0.55,987,-0.5247593341887381,4.33,0,1.0,0.0,0.0,0.0,0.0,0,0.99996,0.0,2e-05,0.0,2e-05,0,1.0,0.0,0.0,0.0,0.0,0,0.994212806224823,0.0023864370305091,0.0011573842493817,7.09480227669701e-05,0.0021724831312894,0,1,0,0,0,0,0,0.9900438994207494,0.009593285875654623,2.4133637377713833e-06,1.5627354363866944e-06,0.0003588386044216618,3,0.0,0.0,0.0,1.0,0.0
1784,0.0,0.05,125,-0.33155178937930213,4.0,0,0.9097,0.0903,0.0,0.0,0.0,0,0.43139,0.28395,0.0001,0.28452,4e-05,0,0.95,0.05,0.0,0.0,0.0,0,0.8924556970596313,0.105292834341526,0.0011100817937403,3.958627712563612e-05,0.0011018527438864,0,1,0,0,0,0,0,0.9897230451358576,0.010131519609778894,1.803796381293893e-05,4.0592882747802285e-05,8.680440780282561e-05,0,1.0,0.0,0.0,0.0,0.0
1785,3.0,2.0,380,0.40881125100045435,4.67,3,0.0,0.0,0.0,1.0,0.0,3,1e-05,0.0,0.0,0.99999,0.0,3,0.0,0.0,0.11,0.89,0.0,3,7.873577123973519e-05,0.0001104354960261,0.0008850107551552,0.998849868774414,7.585170533275232e-05,3,0,0,0,1,0,2,1.535516268938364e-05,3.92627197665841e-06,0.9964501107960296,0.003486332425789352,4.427534351506835e-05,3,0.0,0.0,0.0,1.0,0.0
1786,0.0,0.7000000000000001,183,0.6777823574284628,7.33,0,0.9999,0.0001,0.0,0.0,0.0,0,0.92603,0.07392,1e-05,0.0,3e-05,0,0.99,0.0,0.0,0.0,0.01,0,0.9942148327827454,0.0023568018805235,0.0011601443402469,7.087180711096153e-05,0.0021973128896206,0,1,0,0,0,0,0,0.7997356966892013,0.1861048296431156,0.00028193642471397774,9.779461660670925e-05,0.013779742626362251,3,0.0,0.0,0.0,1.0,0.0
1787,1.0,0.25,328,-0.26222520167245056,1.0,1,0.1252,0.8748,0.0,0.0,0.0,1,0.18596,0.81162,6e-05,0.00231,4e-05,1,0.11,0.89,0.0,0.0,0.0,1,0.116653062403202,0.881918728351593,0.0007371446699835,0.0002690942783374,0.0004220173286739,1,0,1,0,0,0,1,0.4838241801892624,0.5153365461687374,3.580487788475251e-05,1.5109198706002812e-05,0.0007883595654094358,3,0.0,0.0,0.0,1.0,0.0
1788,1.0,0.25,258,0.542354903461173,4.67,1,0.0081,0.9919,0.0,0.0,0.0,1,0.07341,0.9256,0.0,0.00098,1e-05,1,0.1,0.9,0.0,0.0,0.0,1,0.0165787450969219,0.9817450642585754,0.0010181518737226,0.0002926022571045,0.0003653473686426,1,0,1,0,0,0,1,0.0028526645754513988,0.997129968532988,7.75707903051651e-06,2.174714847375507e-06,7.43509768277825e-06,1,0.0,1.0,0.0,0.0,0.0
1789,4.0,0.2,921,0.4250186688710643,10.0,4,0.0,0.0,0.0,0.0,1.0,4,5e-05,0.0,0.0,0.0,0.99995,4,0.0,0.0,0.0,0.0,1.0,4,0.0037189209833741,0.000181649433216,0.0047936113551259,0.0004561515233945,0.9908497333526612,4,0,0,0,0,1,4,0.4508224119031193,0.0017853273569975812,0.00014441596761835117,7.478149797811145e-05,0.5471730632742867,4,0.0,0.0,0.0,0.0,1.0
1790,2.0,1.7500000000000002,578,-0.19866802312052345,7.0,2,0.0,0.0,1.0,0.0,0.0,2,3e-05,0.0,0.99996,0.0,2e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.0010082838125526,0.0026558279059827,0.9913562536239624,0.0015449385391548,0.00343460123986,2,0,0,1,0,0,3,2.6431379866680972e-05,4.2068380753915285e-06,0.06608942146278561,0.9338132284810973,6.671183817469861e-05,2,0.0,0.0,1.0,0.0,0.0
1791,4.0,0.55,262,2.212106853460218,2.0,4,0.0,0.0,0.0,0.0,1.0,4,0.28478,3e-05,0.00087,1e-05,0.71432,4,0.0,0.0,0.0,0.0,1.0,4,0.0033155081328004,0.0001733038516249,0.0047549973241984,0.0003968268283642,0.9913593530654908,2,0,0,1,0,0,0,0.6120411328257458,8.908188010705235e-05,0.044629449129789486,0.06255022716156175,0.28069010900279584,0,0.91667,0.0,0.0,0.0,0.083333
1792,0.0,0.45,841,-0.9105744503419895,7.0,0,0.9334,0.0666,0.0,0.0,0.0,1,0.24034,0.75856,0.0,0.0011,0.0,1,0.44,0.56,0.0,0.0,0.0,0,0.9940874576568604,0.0026105914730578,0.0011446306016296,7.129248842829838e-05,0.0020860466174781,1,0,1,0,0,0,1,0.004675463252868235,0.9953189834337391,2.897833005616129e-06,1.7144597854151332e-06,9.410206013801892e-07,3,0.0,0.0,0.0,1.0,0.0
1793,4.0,0.8500000000000001,189,0.48632467180456224,1.33,4,0.0047,0.0,0.1517,0.0,0.8435,2,0.25879,0.00038,0.37167,0.01887,0.35029,4,0.03,0.0,0.39,0.0,0.58,4,0.0247611105442047,0.0001790575188351,0.3848955333232879,0.0308063384145498,0.5593579411506653,0,1,0,0,0,0,2,0.015665831067166777,0.00017845786952970245,0.6153067014175282,0.0059219437515190525,0.36292706589425633,2,0.0,0.0,0.63542,0.0,0.36458
1794,3.0,1.3,493,0.06483717661670398,7.33,3,0.0,0.0,0.0,1.0,0.0,3,4e-05,0.0,0.30986,0.69009,2e-05,3,0.0,0.0,0.0,1.0,0.0,3,7.916604954516515e-05,0.0001105443152482,0.0008829568978399,0.9988515377044678,7.582052785437554e-05,3,0,0,0,1,0,3,0.00020574161088625145,2.6199903000524447e-05,0.06413713863252003,0.9330543926445805,0.0025765272090124175,3,0.0,0.0,0.0,1.0,0.0
1795,1.0,0.8500000000000001,192,-0.23242853641775194,7.33,1,0.0002,0.9998,0.0,0.0,0.0,1,0.0452,0.95474,1e-05,4e-05,1e-05,1,0.01,0.99,0.0,0.0,0.0,1,0.007272285874933,0.9901058077812196,0.0018997486913576,0.0003183248336426,0.0004039297637064,1,0,1,0,0,0,1,0.030498508253512996,0.969350478794447,8.369738282768006e-05,5.550253387582051e-05,1.1813035336272294e-05,3,0.0,0.0,0.0,1.0,0.0
1796,0.0,0.05,994,1.4524759278935442,1.67,0,0.9999,0.0001,0.0,0.0,0.0,0,0.59072,0.00023,0.2007,1e-05,0.20834,0,0.96,0.0,0.02,0.0,0.02,0,0.9634919762611388,0.002631155308336,0.0182407181710004,0.0003964102070312,0.0152398152276873,0,1,0,0,0,0,4,0.05644505091957488,0.00021047470399634236,0.005488425214703198,0.0010133990304434307,0.9368426501312822,2,0.0,0.0,0.69792,0.0,0.30208
1797,4.0,0.35000000000000003,844,-1.7159084429255844,7.33,4,0.0,0.0,0.0,0.0,1.0,4,0.00011,0.0,0.0,0.0,0.99989,4,0.0,0.0,0.0,0.0,1.0,4,0.0035746374633163,0.0001781478349585,0.0045920619741082,0.0004145534767303,0.9912405610084534,4,0,0,0,0,1,0,0.8011526505829453,0.013892417761500004,0.0004342706622634477,0.00011920303226015298,0.18440145796103088,4,0.0,0.0,0.0,0.0,1.0
1798,4.0,1.85,511,-0.25260528071054555,4.67,4,0.0,0.0,0.0,0.0,1.0,4,0.00014,0.0,6e-05,0.0,0.9998,4,0.0,0.0,0.0,0.0,1.0,4,0.0012467124033719,0.0002651059476193,0.0064855827949941,0.0002793778839986,0.9917232394218444,4,0,0,0,0,1,4,0.1172945242131469,7.719671878341718e-05,0.06793371128307212,0.0005082082237526816,0.814186359561245,4,0.0,0.0,0.0,0.0,1.0
1799,1.0,0.25,35,-0.7777064573979259,7.0,1,0.0008,0.9992,0.0,0.0,0.0,1,0.06696,0.89155,0.00035,0.04002,0.00111,1,0.07,0.93,0.0,0.0,0.0,1,0.0074313855729997,0.991933524608612,0.0005855290801264,2.536836746003246e-06,4.711060682893731e-05,1,0,1,0,0,0,1,0.0004722796557821948,0.9995223441139427,8.525178587243161e-07,5.324474728644925e-07,3.991264943915168e-06,0,1.0,0.0,0.0,0.0,0.0
1800,3.0,1.7000000000000002,747,-1.1688708027597885,2.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,8.013063779799268e-05,0.00011165671458,0.0008792902808636,0.9988524913787842,7.649685721844435e-05,3,0,0,0,1,0,2,7.227212264741432e-05,8.141290857121844e-06,0.9650679982542317,0.034768976251542384,8.261208072121578e-05,2,0.0,0.0,1.0,0.0,0.0
1801,3.0,1.9500000000000002,54,0.8199704609055767,1.0,3,0.0,0.0,0.2005,0.7995,0.0,3,0.13876,0.00946,0.11602,0.62877,0.107,3,0.0,0.0,0.0,1.0,0.0,3,6.873422989883693e-06,1.3065654229649226e-06,0.0002996870898641,0.9995637536048888,0.000128347746795,3,0,0,0,1,0,2,0.00038326052785589713,4.262781630859325e-05,0.7106687974302106,0.2877517312470127,0.0011535829786118407,2,0.0,0.0,1.0,0.0,0.0
1802,1.0,0.4,265,2.57096634989691,7.0,1,0.0003,0.9997,0.0,0.0,0.0,1,0.00882,0.98852,0.0,0.00265,0.0,1,0.01,0.99,0.0,0.0,0.0,1,0.0186290591955184,0.9796081781387328,0.0010564215481281,0.0002444347774144,0.0004618305538315,1,0,1,0,0,0,0,0.9551153200645152,0.044825520800167634,4.187082702374852e-05,6.008197674351171e-06,1.1280110618881573e-05,0,1.0,0.0,0.0,0.0,0.0
1803,4.0,2.0,223,2.108262314564499,4.33,4,0.0005,0.0,0.0,0.0,0.9995,4,0.04347,0.00108,0.01869,6e-05,0.9367,4,0.0,0.0,0.01,0.0,0.99,4,0.0228519588708877,0.0079232500866055,0.1005079895257949,0.0001720323925837,0.8685448169708252,2,0,0,1,0,0,4,0.0022090047717002537,4.7402048521093926e-05,0.03887222018079765,0.00011227935734435896,0.9587590936416368,4,0.0,0.0,0.0,0.0,1.0
1804,3.0,1.55,618,-0.23237726884964108,1.67,3,0.0,0.0,0.0,1.0,0.0,3,0.31762,0.00072,1e-05,0.68165,0.0,3,0.0,0.0,0.0,1.0,0.0,3,8.418319339398295e-05,0.0001157374426838,0.0008852551109157,0.998835027217865,7.979301153682172e-05,3,0,0,0,1,0,3,1.3732982650237024e-05,3.126309556345889e-06,0.020509284714086584,0.979441460359617,3.239563408957082e-05,3,0.0,0.0,0.0,1.0,0.0
1805,2.0,1.6500000000000001,98,-0.8546596521263798,1.33,3,0.0,0.0,0.2372,0.7628,0.0,2,0.03058,9e-05,0.77713,0.14688,0.04532,3,0.0,0.0,0.19,0.81,0.0,3,0.0003976660664193,0.0010852415580302,0.4256757199764251,0.571161687374115,0.001679721288383,3,0,0,0,1,0,2,0.0009126146392148056,3.430454216577123e-05,0.8024158680524212,0.19357346138721035,0.003063751378988101,2,0.0,0.0,1.0,0.0,0.0
1806,0.0,0.25,34,0.09014363096574,10.0,0,0.9992,0.0008,0.0,0.0,0.0,0,0.62525,0.27747,4e-05,0.09697,0.00027,0,0.95,0.05,0.0,0.0,0.0,0,0.9973716735839844,0.0017855406040325,0.0002287862298544,9.752672667673323e-06,0.0006042462773621,1,0,1,0,0,0,1,0.10624237440606896,0.8930892029710114,1.383452293379558e-05,2.802660856232949e-05,0.0006265614914237769,0,1.0,0.0,0.0,0.0,0.0
1807,3.0,1.1500000000000001,642,-0.5067575642811021,1.0,3,0.0,0.0,0.4001,0.5997,0.0002,3,0.00127,1e-05,0.05928,0.93827,0.00117,3,0.0,0.0,0.0,1.0,0.0,3,7.799783634254709e-05,0.0001101440502679,0.0009488077485002,0.9987823367118835,8.068515307968482e-05,4,0,0,0,0,1,4,0.0008844655668895489,0.000137485346396528,0.013606400906163212,0.0019774439700838064,0.9833942042104669,2,0.0,0.0,1.0,0.0,0.0
1808,1.0,0.2,792,0.649847370374196,1.67,1,0.0709,0.9291,0.0,0.0,0.0,1,0.03503,0.96346,0.0,0.0015,0.0,1,0.14,0.86,0.0,0.0,0.0,1,0.0421282202005386,0.9564419388771056,0.0006913142860867,0.000357497454388,0.0003810146881733,1,0,1,0,0,0,1,0.01250609759030312,0.9874830882922525,2.521225123596333e-06,9.665541281448535e-07,7.326338193036571e-06,3,0.0,0.0,0.0,1.0,0.0
1809,3.0,1.85,749,1.203348845596171,2.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,7.849021494621411e-05,0.0001100432200473,0.0008850388694554,0.9988505840301514,7.586977881146595e-05,3,0,0,0,1,0,3,8.877330890226772e-07,1.143211915379548e-07,2.8840251698840496e-05,0.9999668268645853,3.3308294354845046e-06,2,0.0,0.0,1.0,0.0,0.0
1810,0.0,0.6500000000000001,495,1.030472455486276,1.0,0,0.9995,0.0005,0.0,0.0,0.0,0,0.91044,0.00332,0.03065,3e-05,0.05556,0,0.98,0.0,0.01,0.0,0.01,0,0.8560110926628113,0.0059687690809369,0.104922778904438,0.0004561322566587,0.0326412580907344,4,0,0,0,0,1,4,0.0006077099172263024,5.200165872201571e-06,0.009432969665620492,0.0005856678885862328,0.9893684523626949,4,0.0,0.0,0.27083,0.0,0.72917
1811,4.0,0.05,816,0.3537329755853564,4.33,4,0.0003,0.0,0.0,0.0,0.9997,4,0.00019,0.0,0.0,0.0,0.99981,4,0.0,0.0,0.0,0.0,1.0,4,0.0035585823934525,0.0001770224916981,0.0046584960073232,0.0004123302060179,0.9911935925483704,2,0,0,1,0,0,4,0.32068177590867447,0.008345594212784278,6.97089513068008e-05,4.920667119060669e-05,0.6708537142560439,4,0.0,0.0,0.0,0.0,1.0
1812,3.0,1.1500000000000001,252,-0.40656513214992074,1.0,3,0.0,0.0,0.0515,0.948,0.0005,3,0.00233,5e-05,0.27652,0.71845,0.00265,3,0.0,0.0,0.08,0.91,0.01,3,8.577972766943276e-05,0.0001203527208417,0.0037960212212055,0.9956433773040771,0.0003543839557096,4,0,0,0,0,1,3,0.0008029463315813609,2.550390759252344e-05,0.19609502809117968,0.784144958721495,0.01893156294815152,2,0.0,0.0,1.0,0.0,0.0
1813,0.0,0.15000000000000002,737,0.34365646588737053,10.0,0,1.0,0.0,0.0,0.0,0.0,0,0.99956,9e-05,1e-05,0.00033,1e-05,0,1.0,0.0,0.0,0.0,0.0,0,0.9942301511764526,0.0023364208173006,0.0011466616997495,7.179551175795496e-05,0.0022150236181914,1,0,1,0,0,0,0,0.5672760409591954,0.43262173629364714,5.224024541967833e-05,4.1271624300328906e-05,8.710877437719399e-06,0,1.0,0.0,0.0,0.0,0.0
1814,4.0,0.4,137,-0.4400586829273172,4.67,4,0.0,0.0,0.0,0.0,1.0,4,0.043,2e-05,0.00159,0.0,0.95539,4,0.0,0.0,0.0,0.0,1.0,4,0.0039644818753004,0.000194573047338,0.006660699378699,0.0008064624271355,0.9883737564086914,4,0,0,0,0,1,3,0.14731085775870983,0.0008398142485877197,0.07322751455281014,0.7301252893867539,0.04849652405313833,4,0.0,0.0,0.0,0.0,1.0
1815,4.0,1.7000000000000002,454,-0.835309320965095,4.67,4,0.0,0.0,0.0,0.0,1.0,4,0.02937,2e-05,0.06304,0.0,0.90756,4,0.0,0.0,0.01,0.0,0.99,4,0.0012426240136846,0.0002621401799842,0.0063974298536777,0.0002853746991604,0.9918124675750732,2,0,0,1,0,0,4,0.0005546101782376088,8.123562949151354e-06,2.590597077805953e-05,1.4639592828339323e-06,0.9994098963287528,4,0.0,0.0,0.0,0.0,1.0
1816,1.0,0.25,961,0.6505888238491568,1.33,1,0.105,0.895,0.0,0.0,0.0,1,0.11311,0.88333,1e-05,0.00353,1e-05,1,0.07,0.93,0.0,0.0,0.0,1,0.0494220480322837,0.9491875171661376,0.0006655631004832,0.0003336054796818,0.0003912988468073,1,0,1,0,0,0,1,0.0035289950389291685,0.9964630662807312,1.861199556725948e-06,1.284266558024867e-07,5.949054127496766e-06,0,0.53125,0.46875,0.0,0.0,0.0
1817,2.0,1.3,737,-1.5293916440826607,4.0,2,0.0,0.0,0.9999,0.0,0.0001,2,0.0389,3e-05,0.92837,0.00131,0.03139,2,0.0,0.0,0.68,0.01,0.31,3,0.0007280316203832,0.0003094245912507,0.4148547053337097,0.4255788326263428,0.1585290431976318,2,0,0,1,0,0,3,4.484501990097868e-07,1.0223509047169977e-07,0.00511230686155659,0.9948553078011754,3.183465197878345e-05,2,0.0,0.0,1.0,0.0,0.0
1818,4.0,1.6500000000000001,65,-0.16661918795907993,1.67,4,0.0074,0.0,0.4786,0.0,0.514,4,0.17925,0.0088,0.32088,0.01948,0.47159,2,0.05,0.0,0.45,0.06,0.44,2,0.0097984857857227,0.0013476104941219,0.6682487726211548,0.0009244068642146,0.3196808397769928,2,0,0,1,0,0,0,0.3750204701606365,0.0018240436643245928,0.0850459084712728,0.19063811912828824,0.3474714585754778,4,0.0,0.0,0.0,0.0,1.0
1819,3.0,1.0,649,0.37800593978500324,1.33,3,0.0,0.0,0.0375,0.9625,0.0,3,0.00014,0.0,0.19556,0.80423,7e-05,3,0.0,0.0,0.0,1.0,0.0,3,7.855172589188442e-05,0.0001099797955248,0.0008866442949511,0.9988490343093872,7.584397826576605e-05,4,0,0,0,0,1,3,7.984463429962105e-06,6.367713099562213e-07,0.0023112539895323784,0.9971095022086792,0.0005706225670484056,2,0.0,0.0,0.82292,0.0,0.17708
1820,0.0,0.9500000000000001,429,0.005137887810616014,1.33,0,0.9999,0.0001,0.0,0.0,0.0,4,0.16332,0.00213,0.11991,1e-05,0.71463,0,0.93,0.0,0.02,0.0,0.05,0,0.8145288825035095,0.0072267516516149,0.0344036631286144,0.0004513361491262,0.1433894336223602,4,0,0,0,0,1,4,0.12918504278910903,0.000756081270371329,0.3894001101909917,0.007102964356858606,0.4735558013926691,4,0.0,0.0,0.088542,0.0,0.91146
1821,1.0,0.6500000000000001,218,1.0343777357092996,7.0,1,0.0026,0.9974,0.0,0.0,0.0,1,0.05478,0.94471,0.0,0.00051,0.0,1,0.01,0.99,0.0,0.0,0.0,1,0.0084274392575025,0.9894455075263976,0.0014386237598955,0.000344257481629,0.0003442235174588,1,0,1,0,0,0,1,0.03937583437261286,0.9605539032864692,1.3883959028865627e-05,3.086976662865647e-06,5.329140522632915e-05,3,0.0,0.0,0.0,1.0,0.0
1822,3.0,2.0,663,0.3338733593177111,1.33,3,0.0,0.0,0.0324,0.9676,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.01,0.99,0.0,3,7.72924831835553e-05,0.0001090196383302,0.0008898589294403,0.9988484382629396,7.536237535532564e-05,3,0,0,0,1,0,3,2.2745921007830744e-05,2.4113117873907704e-06,0.016641962368943233,0.9832804043359299,5.247606233117617e-05,2,0.0,0.0,1.0,0.0,0.0
1823,0.0,0.55,432,-1.4507542715624901,4.33,0,0.9996,0.0004,0.0,0.0,0.0,0,0.99931,0.00066,2e-05,0.0,1e-05,0,1.0,0.0,0.0,0.0,0.0,0,0.9923205971717834,0.00239043449983,0.0019872935954481,9.500265150563791e-05,0.0032066209241747,0,1,0,0,0,0,4,0.31663681198083526,0.2092102627562628,0.0011769292882431847,7.548211520919745e-05,0.4729005138594497,1,0.0,1.0,0.0,0.0,0.0
1824,0.0,0.3,42,-1.1213386756478174,2.0,0,0.9637,0.0363,0.0,0.0,0.0,0,0.6789,0.15893,0.00248,0.08907,0.07062,0,0.68,0.31,0.0,0.0,0.01,0,0.9974856376647948,0.0018015578389167,0.0002094264782499,9.394753760716412e-06,0.000493959756568,0,1,0,0,0,0,0,0.4734066348461925,0.35212976350286035,0.04245993883381688,0.0013093012923334987,0.13069436152479683,0,1.0,0.0,0.0,0.0,0.0
1825,3.0,1.55,984,2.0958541606921623,4.33,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,7.815167919034138e-05,0.0001096685300581,0.000882924941834,0.9988539218902588,7.533827738370746e-05,3,0,0,0,1,0,3,1.0753939283576888e-06,1.948816280879741e-07,0.0006061152524992564,0.9993468798692591,4.573460268538591e-05,3,0.0,0.0,0.0,1.0,0.0
1826,1.0,0.55,965,-0.738605021162993,1.0,1,0.1202,0.8798,0.0,0.0,0.0,1,0.00459,0.99541,0.0,0.0,0.0,1,0.03,0.97,0.0,0.0,0.0,1,0.0081084184348583,0.9897624850273132,0.0014274382265284,0.0003747430164366,0.0003269418084528,1,0,1,0,0,0,0,0.7270712865920915,0.24080273315802456,2.603489728507568e-06,3.415896119869168e-06,0.03211996086403529,3,0.0,0.0,0.0,1.0,0.0
1827,3.0,2.0,32,0.9224377961988107,4.67,3,0.0,0.0,0.0,1.0,0.0,3,0.02382,0.00047,0.05413,0.90539,0.01618,3,0.0,0.0,0.03,0.97,0.0,3,6.448245585488621e-06,1.1586563459786705e-06,0.000266645947704,0.9996029734611512,0.0001227650791406,3,0,0,0,1,0,3,5.061304654001788e-07,1.0491277659477853e-07,2.1750720947468124e-05,0.9999692851999751,8.353035835721307e-06,2,0.0,0.0,1.0,0.0,0.0
1828,4.0,0.6000000000000001,748,0.13909013586768823,4.67,4,0.0002,0.0,0.0,0.0,0.9998,4,0.00151,0.0,1e-05,0.0,0.99848,4,0.0,0.0,0.0,0.0,1.0,4,0.003360629780218,0.0001743204920785,0.0046696406789124,0.0003962281043641,0.9913991689682008,2,0,0,1,0,0,0,0.7791263754697452,0.010837106159524238,0.00010428014268250052,0.00017838602016902226,0.20975385220787904,4,0.0,0.0,0.0,0.0,1.0
1829,4.0,1.9500000000000002,379,-0.36383522353878495,7.33,4,0.0,0.0,0.0,0.0,1.0,4,0.00081,0.0,0.00017,0.0,0.99902,4,0.0,0.0,0.0,0.0,1.0,4,0.0013014542637392,0.0002712473797146,0.0064514144323766,0.0002751554711721,0.9917007088661194,4,0,0,0,0,1,0,0.8849228446043597,0.0003994461069488434,0.00013190520307178655,1.722441302544625e-05,0.11452857967259412,4,0.0,0.0,0.0,0.0,1.0
1830,1.0,0.9000000000000001,102,0.391226077095792,4.0,1,0.0,1.0,0.0,0.0,0.0,1,0.03441,0.9608,0.00227,0.00022,0.00231,1,0.0,1.0,0.0,0.0,0.0,1,0.0059013874270021,0.9933224320411682,0.0007336914422921,3.466826910880627e-06,3.910318264388479e-05,1,0,1,0,0,0,0,0.970388719288972,0.004712691931561671,0.002673312742675385,5.649122140838702e-05,0.02216878481538271,3,0.0,0.0,0.0,1.0,0.0
1831,1.0,1.0,455,-1.1910004280044573,7.33,1,0.0285,0.9715,0.0,0.0,0.0,1,0.14081,0.85911,0.0,8e-05,0.0,1,0.24,0.76,0.0,0.0,0.0,1,0.0079598557204008,0.9898656010627748,0.0015022761654108,0.0003459539730101,0.0003262684622313,1,0,1,0,0,0,1,0.24906705553362787,0.7508491604733021,4.3598369094724576e-05,2.2661571839655714e-05,1.7524052135719082e-05,1,0.0,1.0,0.0,0.0,0.0
1832,4.0,1.85,622,1.474975510210304,10.0,4,0.0,0.0,0.0,0.0,1.0,4,2e-05,0.0,0.0,0.0,0.99998,4,0.0,0.0,0.0,0.0,1.0,4,0.0012251927983015,0.0002586493210401,0.0061577479355037,0.0002758016926236,0.9920825958251952,4,0,0,0,0,1,4,0.008256562552667563,7.706986095036755e-05,0.0974681598994011,0.0047575478412340624,0.889440659845747,4,0.0,0.0,0.0,0.0,1.0
1833,0.0,0.45,407,0.34472050636758883,4.67,0,1.0,0.0,0.0,0.0,0.0,0,0.9999,0.0,4e-05,0.0,6e-05,0,1.0,0.0,0.0,0.0,0.0,0,0.9942175149917604,0.0023374708835035,0.0011483345879241,7.143957918742672e-05,0.0022252665366977,0,1,0,0,0,0,1,0.008965577842728363,0.99102274374852,2.7121747687787765e-06,4.665621143112372e-06,4.30061283964662e-06,0,1.0,0.0,0.0,0.0,0.0
1834,2.0,1.6500000000000001,641,0.45159294351779544,1.67,2,0.0,0.0,1.0,0.0,0.0,2,2e-05,0.0,0.99996,0.0,2e-05,2,0.0,0.0,1.0,0.0,0.0,2,0.0009019912686198,0.0023759738542139,0.991542100906372,0.0016503870720043,0.0035294760018587,2,0,0,1,0,0,3,5.601462860516748e-06,9.062110129307122e-07,0.0012667546984179855,0.9987173437971039,9.393830604530076e-06,2,0.0,0.0,1.0,0.0,0.0
1835,2.0,0.55,354,-0.7610890415314522,4.33,2,0.0006,0.0,0.9882,0.0,0.0112,2,0.05551,2e-05,0.85497,1e-05,0.0895,2,0.01,0.0,0.98,0.0,0.01,2,0.0013069648994132,0.0026384007651358,0.9902599453926086,0.0013172914041206,0.0044773770496249,2,0,0,1,0,0,2,0.0005987159679829386,9.998042523489055e-05,0.9755727089580836,4.2134265106743646e-05,0.023686460383591675,1,0.041667,0.95833,0.0,0.0,0.0
1836,4.0,0.25,995,0.38364110690743247,1.33,4,0.0002,0.0,0.0,0.0,0.9998,4,9e-05,0.0,0.0,0.0,0.9999,4,0.0,0.0,0.0,0.0,1.0,4,0.0036149979569017,0.000178165078978,0.0046333135105669,0.0004242763097863,0.9911493062973022,4,0,0,0,0,1,4,0.24663889374094752,0.00488070557130359,0.00023231103451779408,7.582287680996202e-06,0.7482405073655499,4,0.0,0.0,0.0,0.0,1.0
1837,4.0,1.4000000000000001,828,-1.7195233384927513,4.0,4,0.0,0.0,0.0016,0.0,0.9983,4,0.02765,1e-05,0.03084,0.0,0.9415,4,0.0,0.0,0.0,0.0,1.0,4,0.0013559061335399,0.0002809748984873,0.0072651491500437,0.0002757425245363,0.9908221960067748,4,0,0,0,0,1,0,0.5510531481337474,0.0012150695825519414,0.0035852246997215096,0.004029761781816014,0.4401167958021631,4,0.0,0.0,0.0,0.0,1.0
1838,1.0,0.8,945,-1.7867161512564549,7.33,1,0.0417,0.9583,0.0,0.0,0.0,1,0.00811,0.99185,0.0,3e-05,0.0,1,0.01,0.99,0.0,0.0,0.0,1,0.0082489009946584,0.9896652102470398,0.0014222169993445,0.0003431742370594,0.0003205600660294,1,0,1,0,0,0,1,0.02140680015425595,0.978573684788508,1.1043390637750614e-05,1.949332439040421e-06,6.522334159387856e-06,3,0.0,0.0,0.0,1.0,0.0
